Employee_ID,Company,Department,Role,Age,Salary,JoinDate
30654,Infosys,AI,SE,32,110962,15-03-2104
30655,HCLTech,HR,SSE,58,27287,16-03-2104
30656,Infosys,IT,DS,37,63109,17-03-2104
30657,HCLTech,Engineering,DevOps,35,63958,18-03-2104
30658,HCLTech,AI,DevOps,30,120945,19-03-2104
30659,Wipro,IT,PM,54,149552,20-03-2104
30660,Wipro,Support,BA,34,122522,21-03-2104
30661,Wipro,HR,DevOps,59,61069,22-03-2104
30662,Infosys,Engineering,SSE,27,80011,23-03-2104
30663,Wipro,Engineering,QA,27,83273,24-03-2104
30664,Infosys,Finance,BA,54,99576,25-03-2104
30665,HCLTech,AI,QA,52,149204,26-03-2104
30666,TCS,Finance,QA,58,18300,27-03-2104
30667,Wipro,Support,SSE,56,138270,28-03-2104
30668,Infosys,HR,BA,22,17012,29-03-2104
30669,Wipro,Support,SE,49,61922,30-03-2104
30670,TCS,AI,SSE,48,39672,31-03-2104
30671,HCLTech,Support,PM,53,72918,01-04-2104
30672,Wipro,Cloud,PM,41,134829,02-04-2104
30673,Infosys,Sales,DevOps,47,57999,03-04-2104
30674,Infosys,IT,SE,45,54683,04-04-2104
30675,Wipro,IT,DS,59,75097,05-04-2104
30676,HCLTech,Sales,DevOps,52,89316,06-04-2104
30677,TCS,Sales,SE,58,90131,07-04-2104
30678,HCLTech,HR,DevOps,33,37930,08-04-2104
30679,TCS,Sales,DevOps,52,12112,09-04-2104
30680,Wipro,IT,SSE,52,143553,10-04-2104
30681,Infosys,Finance,BA,44,71697,11-04-2104
30682,Wipro,AI,QA,31,37829,12-04-2104
30683,TCS,Cloud,QA,56,22798,13-04-2104
30684,TCS,HR,PM,45,129690,14-04-2104
30685,Wipro,Sales,SSE,48,95226,15-04-2104
30686,TCS,Support,QA,42,75256,16-04-2104
30687,TCS,HR,SSE,23,132588,17-04-2104
30688,HCLTech,AI,PM,27,19225,18-04-2104
30689,Infosys,Engineering,SSE,37,48601,19-04-2104
30690,Infosys,Finance,QA,50,82322,20-04-2104
30691,TCS,Cloud,DevOps,58,62400,21-04-2104
30692,Wipro,Engineering,SSE,51,142972,22-04-2104
30693,Wipro,Engineering,DS,58,102372,23-04-2104
30694,Infosys,IT,PM,35,31143,24-04-2104
30695,HCLTech,Finance,BA,49,135185,25-04-2104
30696,HCLTech,AI,DS,57,36664,26-04-2104
30697,Wipro,IT,DevOps,23,76912,27-04-2104
30698,Infosys,Sales,SE,38,100066,28-04-2104
30699,TCS,Finance,SE,47,62140,29-04-2104
30700,Infosys,Finance,SE,58,19392,30-04-2104
30701,Wipro,Support,SE,36,109114,01-05-2104
30702,Infosys,HR,DS,41,142596,02-05-2104
30703,TCS,Engineering,SE,22,36003,03-05-2104
30704,Wipro,Support,SSE,39,27906,04-05-2104
30705,TCS,Cloud,QA,33,132986,05-05-2104
30706,HCLTech,HR,SSE,53,131538,06-05-2104
30707,HCLTech,Support,PM,44,128003,07-05-2104
30708,Infosys,Finance,DevOps,23,19888,08-05-2104
30709,Wipro,Finance,SE,44,82008,09-05-2104
30710,Wipro,Support,DS,39,82376,10-05-2104
30711,HCLTech,Support,DevOps,44,103945,11-05-2104
30712,HCLTech,Sales,SSE,54,92909,12-05-2104
30713,TCS,Engineering,DevOps,27,22901,13-05-2104
30714,TCS,HR,BA,55,93227,14-05-2104
30715,Infosys,IT,SE,28,65924,15-05-2104
30716,HCLTech,Sales,QA,30,81078,16-05-2104
30717,Wipro,AI,DS,54,112821,17-05-2104
30718,Infosys,IT,QA,30,62656,18-05-2104
30719,HCLTech,IT,SSE,47,39887,19-05-2104
30720,Wipro,Engineering,PM,38,75472,20-05-2104
30721,HCLTech,Engineering,PM,51,135049,21-05-2104
30722,TCS,IT,SSE,22,53964,22-05-2104
30723,Infosys,IT,BA,31,54959,23-05-2104
30724,HCLTech,Finance,SE,35,44327,24-05-2104
30725,HCLTech,Sales,DS,21,45256,25-05-2104
30726,Infosys,Cloud,PM,50,22919,26-05-2104
30727,Infosys,Finance,BA,37,97622,27-05-2104
30728,Infosys,Sales,SE,22,126575,28-05-2104
30729,Infosys,Sales,DevOps,25,22434,29-05-2104
30730,Wipro,IT,DS,48,134180,30-05-2104
30731,Wipro,Sales,QA,50,54350,31-05-2104
30732,Infosys,IT,DevOps,56,112137,01-06-2104
30733,TCS,Engineering,PM,57,92830,02-06-2104
30734,HCLTech,Finance,BA,21,28452,03-06-2104
30735,HCLTech,Cloud,SE,33,46461,04-06-2104
30736,HCLTech,AI,PM,31,113123,05-06-2104
30737,Wipro,Finance,SE,39,66118,06-06-2104
30738,HCLTech,HR,DevOps,47,75597,07-06-2104
30739,TCS,Cloud,DS,53,71085,08-06-2104
30740,TCS,Sales,PM,58,43558,09-06-2104
30741,Infosys,HR,DS,22,131505,10-06-2104
30742,TCS,Support,DS,38,84317,11-06-2104
30743,Infosys,Finance,BA,24,134810,12-06-2104
30744,HCLTech,Support,DS,48,78885,13-06-2104
30745,Infosys,Finance,DevOps,28,68361,14-06-2104
30746,Wipro,Finance,BA,41,66319,15-06-2104
30747,HCLTech,IT,BA,29,10253,16-06-2104
30748,Wipro,Sales,DevOps,48,129041,17-06-2104
30749,HCLTech,Finance,QA,34,57117,18-06-2104
30750,TCS,IT,QA,48,112394,19-06-2104
30751,Wipro,Support,SE,40,103785,20-06-2104
30752,Infosys,Sales,DS,44,117554,21-06-2104
30753,Wipro,AI,BA,36,14571,22-06-2104
30754,HCLTech,AI,DS,23,148656,23-06-2104
30755,HCLTech,IT,PM,29,60633,24-06-2104
30756,TCS,AI,DS,25,124675,25-06-2104
30757,Infosys,IT,DevOps,24,48256,26-06-2104
30758,TCS,Support,DevOps,26,103080,27-06-2104
30759,TCS,Cloud,DS,41,11775,28-06-2104
30760,Wipro,Support,DS,31,106340,29-06-2104
30761,TCS,Engineering,DS,32,30016,30-06-2104
30762,HCLTech,Cloud,SSE,28,29160,01-07-2104
30763,Infosys,Finance,DevOps,54,71947,02-07-2104
30764,Wipro,Engineering,PM,24,38651,03-07-2104
30765,HCLTech,Finance,BA,56,125922,04-07-2104
30766,HCLTech,IT,SSE,47,79792,05-07-2104
30767,HCLTech,Sales,SSE,21,96924,06-07-2104
30768,TCS,HR,PM,49,11175,07-07-2104
30769,Wipro,IT,BA,26,108827,08-07-2104
30770,HCLTech,IT,QA,47,133315,09-07-2104
30771,Infosys,Finance,BA,59,148099,10-07-2104
30772,HCLTech,IT,SE,39,91198,11-07-2104
30773,HCLTech,AI,SE,40,92195,12-07-2104
30774,Wipro,IT,DevOps,39,94633,13-07-2104
30775,Wipro,Engineering,SSE,40,86072,14-07-2104
30776,Wipro,Cloud,SSE,60,17757,15-07-2104
30777,TCS,Cloud,DS,35,10439,16-07-2104
30778,Wipro,IT,PM,53,71435,17-07-2104
30779,Wipro,Cloud,BA,42,129114,18-07-2104
30780,TCS,Sales,PM,55,89803,19-07-2104
30781,Infosys,Finance,SE,37,89107,20-07-2104
30782,Infosys,AI,DevOps,26,13871,21-07-2104
30783,TCS,Engineering,QA,41,107344,22-07-2104
30784,TCS,Finance,DS,54,145419,23-07-2104
30785,HCLTech,HR,DevOps,46,33455,24-07-2104
30786,HCLTech,Sales,DS,21,50058,25-07-2104
30787,Wipro,Cloud,SSE,35,47830,26-07-2104
30788,Infosys,IT,PM,27,84836,27-07-2104
30789,Infosys,Sales,QA,56,118944,28-07-2104
30790,TCS,Support,SE,49,45814,29-07-2104
30791,Wipro,AI,SE,47,76280,30-07-2104
30792,Wipro,IT,DevOps,51,26699,31-07-2104
30793,HCLTech,Cloud,SE,59,42667,01-08-2104
30794,HCLTech,IT,DevOps,37,134902,02-08-2104
30795,TCS,AI,SSE,37,56462,03-08-2104
30796,HCLTech,Support,QA,23,74755,04-08-2104
30797,TCS,IT,BA,51,88863,05-08-2104
30798,HCLTech,Cloud,SSE,29,91601,06-08-2104
30799,Infosys,Engineering,PM,58,37791,07-08-2104
30800,Infosys,Engineering,PM,45,144573,08-08-2104
30801,Wipro,IT,QA,40,134242,09-08-2104
30802,HCLTech,Finance,SSE,59,78195,10-08-2104
30803,TCS,Cloud,QA,26,141256,11-08-2104
30804,TCS,Sales,BA,47,78047,12-08-2104
30805,Wipro,IT,SSE,46,48025,13-08-2104
30806,Wipro,HR,PM,32,34920,14-08-2104
30807,TCS,Cloud,BA,26,120700,15-08-2104
30808,Wipro,AI,SE,43,88882,16-08-2104
30809,Infosys,Sales,BA,49,71266,17-08-2104
30810,Wipro,HR,QA,57,142504,18-08-2104
30811,Infosys,Finance,SSE,22,85338,19-08-2104
30812,TCS,Sales,QA,32,13123,20-08-2104
30813,TCS,Cloud,SSE,58,24191,21-08-2104
30814,Wipro,Cloud,DevOps,36,22524,22-08-2104
30815,Infosys,Support,QA,42,109543,23-08-2104
30816,Infosys,HR,PM,60,123325,24-08-2104
30817,HCLTech,Finance,DevOps,26,128255,25-08-2104
30818,HCLTech,HR,SE,25,146818,26-08-2104
30819,TCS,Finance,DevOps,34,110828,27-08-2104
30820,HCLTech,Sales,DS,28,28650,28-08-2104
30821,HCLTech,IT,PM,42,124583,29-08-2104
30822,Wipro,Finance,DevOps,49,66681,30-08-2104
30823,Wipro,IT,PM,56,105801,31-08-2104
30824,Wipro,Support,BA,36,88038,01-09-2104
30825,TCS,Cloud,PM,47,97212,02-09-2104
30826,Infosys,Support,QA,40,133035,03-09-2104
30827,HCLTech,HR,DS,40,113012,04-09-2104
30828,Wipro,HR,SSE,55,86331,05-09-2104
30829,TCS,Support,SSE,36,77497,06-09-2104
30830,Infosys,Sales,BA,53,116883,07-09-2104
30831,HCLTech,IT,BA,24,79696,08-09-2104
30832,HCLTech,HR,BA,47,102369,09-09-2104
30833,TCS,Sales,DS,51,132940,10-09-2104
30834,Wipro,Finance,QA,37,113349,11-09-2104
30835,TCS,AI,PM,45,74896,12-09-2104
30836,TCS,Cloud,DevOps,23,53981,13-09-2104
30837,Infosys,IT,PM,37,39285,14-09-2104
30838,TCS,HR,BA,32,63870,15-09-2104
30839,HCLTech,Sales,QA,42,52604,16-09-2104
30840,Infosys,HR,SE,41,92943,17-09-2104
30841,HCLTech,Sales,BA,51,104908,18-09-2104
30842,Infosys,AI,BA,31,142582,19-09-2104
30843,HCLTech,Support,DS,35,119470,20-09-2104
30844,HCLTech,Finance,QA,55,97237,21-09-2104
30845,Infosys,AI,BA,35,64435,22-09-2104
30846,Infosys,Engineering,BA,41,54300,23-09-2104
30847,Infosys,Support,DevOps,50,68317,24-09-2104
30848,HCLTech,Engineering,PM,40,28099,25-09-2104
30849,Infosys,Sales,SE,45,115049,26-09-2104
30850,Infosys,IT,DS,60,54245,27-09-2104
30851,Wipro,Cloud,SE,55,33435,28-09-2104
30852,TCS,Finance,SSE,23,128380,29-09-2104
30853,Infosys,HR,DevOps,27,52607,30-09-2104
30854,HCLTech,AI,DS,37,27455,01-10-2104
30855,Wipro,HR,DevOps,52,70447,02-10-2104
30856,TCS,Engineering,SE,28,65546,03-10-2104
30857,Infosys,IT,SE,51,62502,04-10-2104
30858,TCS,Support,BA,37,21214,05-10-2104
30859,Wipro,Sales,SSE,58,77101,06-10-2104
30860,HCLTech,Support,SSE,59,16578,07-10-2104
30861,Infosys,Sales,SSE,55,99143,08-10-2104
30862,TCS,Cloud,BA,43,119129,09-10-2104
30863,Infosys,IT,BA,46,41981,10-10-2104
30864,TCS,AI,PM,31,72554,11-10-2104
30865,Wipro,Support,SSE,43,126127,12-10-2104
30866,Infosys,IT,DS,33,40080,13-10-2104
30867,Infosys,AI,DS,30,48221,14-10-2104
30868,Wipro,IT,BA,34,125790,15-10-2104
30869,TCS,Engineering,QA,34,34667,16-10-2104
30870,Wipro,IT,DS,52,101103,17-10-2104
30871,HCLTech,Finance,DevOps,36,41464,18-10-2104
30872,HCLTech,Engineering,BA,54,69950,19-10-2104
30873,HCLTech,AI,SE,27,129077,20-10-2104
30874,Wipro,AI,SE,41,79877,21-10-2104
30875,HCLTech,Support,SSE,59,64183,22-10-2104
30876,HCLTech,Support,PM,32,83346,23-10-2104
30877,Wipro,Finance,SE,59,134751,24-10-2104
30878,HCLTech,Support,SSE,33,85409,25-10-2104
30879,TCS,Engineering,SE,43,59942,26-10-2104
30880,TCS,IT,DS,24,108749,27-10-2104
30881,Wipro,AI,PM,40,17835,28-10-2104
30882,Infosys,IT,SE,32,46331,29-10-2104
30883,TCS,Cloud,DS,38,103703,30-10-2104
30884,Infosys,Engineering,SSE,60,115923,31-10-2104
30885,Infosys,IT,BA,59,125254,01-11-2104
30886,Infosys,Finance,SSE,41,78674,02-11-2104
30887,Wipro,Finance,DS,27,20477,03-11-2104
30888,Infosys,Cloud,DS,60,52054,04-11-2104
30889,Infosys,IT,PM,35,82113,05-11-2104
30890,TCS,Cloud,DevOps,52,142998,06-11-2104
30891,Infosys,Cloud,DevOps,41,41392,07-11-2104
30892,TCS,IT,BA,27,23843,08-11-2104
30893,Wipro,Support,SE,38,143269,09-11-2104
30894,Wipro,Engineering,PM,47,119688,10-11-2104
30895,Infosys,Finance,PM,32,39560,11-11-2104
30896,HCLTech,Finance,DS,47,24684,12-11-2104
30897,Infosys,Engineering,DevOps,24,109017,13-11-2104
30898,Infosys,Sales,SE,31,56028,14-11-2104
30899,Infosys,Engineering,BA,51,101180,15-11-2104
30900,Infosys,Finance,SSE,48,126279,16-11-2104
30901,Infosys,Cloud,SSE,56,101427,17-11-2104
30902,TCS,IT,SE,24,79623,18-11-2104
30903,TCS,Sales,PM,54,122099,19-11-2104
30904,Infosys,Sales,DS,58,40870,20-11-2104
30905,TCS,Cloud,SE,51,14461,21-11-2104
30906,Wipro,Engineering,SSE,53,106927,22-11-2104
30907,Wipro,Cloud,BA,58,46229,23-11-2104
30908,Infosys,IT,QA,24,59312,24-11-2104
30909,Infosys,Engineering,BA,32,46827,25-11-2104
30910,Infosys,IT,DS,23,95146,26-11-2104
30911,HCLTech,Cloud,BA,30,82988,27-11-2104
30912,Infosys,Finance,QA,45,30924,28-11-2104
30913,Infosys,Engineering,QA,43,51331,29-11-2104
30914,TCS,Support,DevOps,41,136752,30-11-2104
30915,Infosys,Engineering,BA,52,106582,01-12-2104
30916,HCLTech,Cloud,QA,45,55981,02-12-2104
30917,TCS,Finance,SE,35,123633,03-12-2104
30918,HCLTech,Support,SE,40,69696,04-12-2104
30919,TCS,Support,DS,41,66770,05-12-2104
30920,Wipro,Support,DS,31,76796,06-12-2104
30921,TCS,Engineering,PM,29,59134,07-12-2104
30922,HCLTech,IT,BA,57,93750,08-12-2104
30923,Wipro,IT,BA,50,37174,09-12-2104
30924,HCLTech,Sales,QA,54,110615,10-12-2104
30925,HCLTech,Support,DevOps,55,84495,11-12-2104
30926,HCLTech,Finance,DS,50,27944,12-12-2104
30927,TCS,IT,SSE,33,95390,13-12-2104
30928,Wipro,AI,BA,46,25426,14-12-2104
30929,Infosys,Sales,QA,27,97166,15-12-2104
30930,Infosys,Cloud,DevOps,48,102437,16-12-2104
30931,HCLTech,IT,QA,53,8097,17-12-2104
30932,Wipro,AI,DevOps,31,19548,18-12-2104
30933,Wipro,Engineering,DS,48,105870,19-12-2104
30934,TCS,Finance,SE,50,97392,20-12-2104
30935,TCS,Sales,QA,33,10168,21-12-2104
30936,Wipro,AI,SSE,59,60567,22-12-2104
30937,Wipro,Engineering,BA,23,93466,23-12-2104
30938,Wipro,Support,DS,28,48329,24-12-2104
30939,HCLTech,IT,DS,46,20456,25-12-2104
30940,Infosys,Cloud,PM,26,104052,26-12-2104
30941,TCS,Engineering,SSE,34,121051,27-12-2104
30942,TCS,Support,DS,34,105005,28-12-2104
30943,TCS,IT,SSE,51,102901,29-12-2104
30944,TCS,HR,DS,42,84187,30-12-2104
30945,Wipro,Engineering,PM,57,36180,31-12-2104
30946,HCLTech,Engineering,DevOps,25,126160,01-01-2105
30947,TCS,Engineering,BA,33,65738,02-01-2105
30948,TCS,Sales,SE,60,133447,03-01-2105
30949,Wipro,Engineering,BA,58,61511,04-01-2105
30950,Wipro,Finance,QA,58,144225,05-01-2105
30951,Wipro,Engineering,PM,45,144876,06-01-2105
30952,TCS,Finance,DS,55,109426,07-01-2105
30953,Wipro,Sales,DevOps,27,131770,08-01-2105
30954,HCLTech,Cloud,SE,40,58808,09-01-2105
30955,TCS,Support,SSE,52,105271,10-01-2105
30956,HCLTech,Engineering,DS,45,28204,11-01-2105
30957,Infosys,Sales,PM,50,16456,12-01-2105
30958,Wipro,Sales,PM,28,63688,13-01-2105
30959,HCLTech,Support,DevOps,57,43924,14-01-2105
30960,Wipro,Engineering,BA,28,57707,15-01-2105
30961,HCLTech,IT,PM,60,86903,16-01-2105
30962,Infosys,Support,BA,60,68712,17-01-2105
30963,HCLTech,Finance,PM,35,69864,18-01-2105
30964,Infosys,AI,BA,21,21982,19-01-2105
30965,TCS,Cloud,PM,37,39253,20-01-2105
30966,Wipro,Support,QA,33,136399,21-01-2105
30967,TCS,AI,PM,22,130036,22-01-2105
30968,Infosys,AI,SE,26,147564,23-01-2105
30969,HCLTech,Support,QA,51,81153,24-01-2105
30970,HCLTech,HR,DevOps,46,67372,25-01-2105
30971,TCS,AI,PM,27,48853,26-01-2105
30972,Infosys,IT,PM,40,122263,27-01-2105
30973,TCS,Finance,BA,52,23876,28-01-2105
30974,HCLTech,IT,DevOps,35,31174,29-01-2105
30975,HCLTech,Support,PM,55,81430,30-01-2105
30976,TCS,Sales,QA,51,16922,31-01-2105
30977,TCS,Support,BA,23,94908,01-02-2105
30978,Infosys,Finance,PM,31,8952,02-02-2105
30979,Infosys,HR,PM,58,39493,03-02-2105
30980,Infosys,Sales,BA,46,89556,04-02-2105
30981,Wipro,Sales,SE,43,31822,05-02-2105
30982,HCLTech,AI,DS,39,91456,06-02-2105
30983,HCLTech,Sales,DS,58,32217,07-02-2105
30984,Infosys,Sales,SSE,53,146075,08-02-2105
30985,TCS,Cloud,DS,29,54945,09-02-2105
30986,TCS,Support,SSE,32,127367,10-02-2105
30987,TCS,Finance,PM,59,87311,11-02-2105
30988,HCLTech,Finance,DevOps,53,93920,12-02-2105
30989,Infosys,Engineering,PM,48,82673,13-02-2105
30990,HCLTech,HR,SE,32,11313,14-02-2105
30991,Infosys,Cloud,BA,26,53980,15-02-2105
30992,Infosys,Engineering,QA,39,114066,16-02-2105
30993,Infosys,Finance,SSE,56,129700,17-02-2105
30994,Wipro,Cloud,QA,45,79258,18-02-2105
30995,TCS,Support,DevOps,51,78141,19-02-2105
30996,HCLTech,Sales,DS,49,73418,20-02-2105
30997,Infosys,HR,PM,29,110673,21-02-2105
30998,TCS,IT,DS,48,135222,22-02-2105
30999,Wipro,AI,QA,23,50618,23-02-2105
31000,Wipro,AI,QA,33,56925,24-02-2105
31001,TCS,AI,QA,36,100131,25-02-2105
31002,Wipro,Support,DS,32,67808,26-02-2105
31003,HCLTech,Sales,DS,49,93920,27-02-2105
31004,TCS,Sales,SSE,24,31875,28-02-2105
31005,HCLTech,Finance,SE,30,118986,01-03-2105
31006,Infosys,HR,QA,26,58584,02-03-2105
31007,TCS,Support,PM,31,29622,03-03-2105
31008,HCLTech,HR,PM,27,93071,04-03-2105
31009,HCLTech,HR,PM,50,34648,05-03-2105
31010,Infosys,Cloud,QA,56,39107,06-03-2105
31011,Wipro,Support,SSE,25,66451,07-03-2105
31012,Infosys,HR,BA,34,50221,08-03-2105
31013,HCLTech,IT,DevOps,31,104384,09-03-2105
31014,Infosys,Sales,SE,43,98591,10-03-2105
31015,TCS,HR,BA,28,126423,11-03-2105
31016,Wipro,Engineering,DS,47,146544,12-03-2105
31017,Wipro,AI,DevOps,32,145761,13-03-2105
31018,Wipro,Sales,DevOps,48,82170,14-03-2105
31019,TCS,Engineering,SE,57,39983,15-03-2105
31020,TCS,Sales,SE,49,133010,16-03-2105
31021,Wipro,AI,PM,31,117569,17-03-2105
31022,HCLTech,Cloud,DevOps,26,27259,18-03-2105
31023,Infosys,HR,DS,38,82611,19-03-2105
31024,TCS,IT,SE,47,82242,20-03-2105
31025,Wipro,Support,PM,59,133512,21-03-2105
31026,TCS,Support,DS,52,102744,22-03-2105
31027,TCS,AI,SSE,57,8474,23-03-2105
31028,HCLTech,HR,BA,38,118115,24-03-2105
31029,TCS,Sales,DevOps,26,74356,25-03-2105
31030,Infosys,Sales,BA,49,24962,26-03-2105
31031,Wipro,HR,SE,32,104586,27-03-2105
31032,HCLTech,Support,QA,53,25084,28-03-2105
31033,HCLTech,Sales,DevOps,27,120711,29-03-2105
31034,TCS,Finance,PM,47,139389,30-03-2105
31035,TCS,Support,QA,39,123778,31-03-2105
31036,Infosys,Sales,PM,51,38999,01-04-2105
31037,HCLTech,Finance,SSE,53,134241,02-04-2105
31038,HCLTech,AI,DevOps,39,140156,03-04-2105
31039,HCLTech,AI,PM,40,43144,04-04-2105
31040,Wipro,Cloud,DevOps,25,34620,05-04-2105
31041,HCLTech,HR,DevOps,48,63212,06-04-2105
31042,TCS,IT,SSE,26,73020,07-04-2105
31043,Infosys,AI,QA,43,78756,08-04-2105
31044,Wipro,Cloud,QA,29,106558,09-04-2105
31045,HCLTech,IT,BA,56,33488,10-04-2105
31046,Infosys,AI,SSE,27,32467,11-04-2105
31047,TCS,AI,BA,30,30908,12-04-2105
31048,Infosys,Finance,PM,47,137563,13-04-2105
31049,Infosys,Sales,SSE,55,72094,14-04-2105
31050,HCLTech,Engineering,DS,49,24008,15-04-2105
31051,TCS,HR,SSE,49,123839,16-04-2105
31052,TCS,Support,BA,42,100410,17-04-2105
31053,TCS,Support,BA,38,21040,18-04-2105
31054,Wipro,HR,BA,34,53530,19-04-2105
31055,TCS,Support,BA,27,31029,20-04-2105
31056,TCS,AI,SE,22,81690,21-04-2105
31057,Infosys,HR,DS,39,14814,22-04-2105
31058,Wipro,Finance,DevOps,22,59513,23-04-2105
31059,HCLTech,Support,DS,58,43509,24-04-2105
31060,Infosys,AI,BA,32,27380,25-04-2105
31061,HCLTech,Engineering,SSE,50,75408,26-04-2105
31062,Wipro,Sales,SSE,22,106611,27-04-2105
31063,Infosys,HR,PM,46,134072,28-04-2105
31064,TCS,Support,BA,37,45167,29-04-2105
31065,TCS,Finance,DevOps,32,98644,30-04-2105
31066,Wipro,IT,DS,43,135036,01-05-2105
31067,Wipro,Support,BA,28,80280,02-05-2105
31068,HCLTech,Support,SSE,31,132530,03-05-2105
31069,Infosys,HR,SSE,54,59806,04-05-2105
31070,TCS,Cloud,PM,47,132645,05-05-2105
31071,Infosys,Support,QA,47,89890,06-05-2105
31072,TCS,AI,DS,56,57624,07-05-2105
31073,Wipro,Finance,QA,27,146288,08-05-2105
31074,Wipro,Engineering,DevOps,34,114425,09-05-2105
31075,Infosys,Sales,SE,40,18851,10-05-2105
31076,Wipro,Cloud,BA,29,71897,11-05-2105
31077,Infosys,Support,BA,35,102590,12-05-2105
31078,HCLTech,IT,DS,54,37369,13-05-2105
31079,HCLTech,IT,BA,32,78342,14-05-2105
31080,HCLTech,Finance,SSE,46,106057,15-05-2105
31081,TCS,IT,DS,46,57326,16-05-2105
31082,HCLTech,Finance,QA,52,43716,17-05-2105
31083,Wipro,Cloud,QA,53,23601,18-05-2105
31084,TCS,Support,BA,47,75354,19-05-2105
31085,HCLTech,Support,QA,26,42718,20-05-2105
31086,HCLTech,AI,DevOps,50,82985,21-05-2105
31087,Infosys,HR,SE,27,142233,22-05-2105
31088,Wipro,Engineering,BA,39,36322,23-05-2105
31089,HCLTech,Support,BA,56,13782,24-05-2105
31090,Infosys,Support,PM,56,35438,25-05-2105
31091,Wipro,Engineering,SSE,26,70243,26-05-2105
31092,TCS,Engineering,DevOps,51,136757,27-05-2105
31093,HCLTech,AI,DS,58,17647,28-05-2105
31094,HCLTech,Finance,PM,21,57738,29-05-2105
31095,TCS,Engineering,SSE,49,107213,30-05-2105
31096,TCS,AI,PM,26,12572,31-05-2105
31097,Wipro,Finance,SE,59,85938,01-06-2105
31098,Infosys,IT,PM,52,114888,02-06-2105
31099,TCS,IT,DS,49,116345,03-06-2105
31100,TCS,IT,QA,35,148259,04-06-2105
31101,HCLTech,AI,DS,33,13181,05-06-2105
31102,TCS,HR,BA,47,127632,06-06-2105
31103,Wipro,Sales,SE,49,73939,07-06-2105
31104,HCLTech,AI,QA,33,41971,08-06-2105
31105,Infosys,Finance,BA,40,143169,09-06-2105
31106,Infosys,Cloud,SE,37,76467,10-06-2105
31107,HCLTech,Cloud,PM,34,79772,11-06-2105
31108,Infosys,Engineering,SE,47,37289,12-06-2105
31109,Wipro,Sales,SSE,23,8315,13-06-2105
31110,Infosys,Engineering,SSE,58,48920,14-06-2105
31111,Wipro,Engineering,SSE,56,62296,15-06-2105
31112,HCLTech,Engineering,SE,32,88861,16-06-2105
31113,TCS,HR,PM,39,142095,17-06-2105
31114,TCS,Sales,QA,50,83863,18-06-2105
31115,HCLTech,Engineering,SSE,27,32915,19-06-2105
31116,Infosys,HR,SE,36,102208,20-06-2105
31117,Wipro,Engineering,DS,51,140263,21-06-2105
31118,HCLTech,Engineering,DS,45,83950,22-06-2105
31119,Infosys,Engineering,DevOps,25,107046,23-06-2105
31120,HCLTech,HR,QA,23,94495,24-06-2105
31121,TCS,IT,DS,25,50530,25-06-2105
31122,Infosys,HR,PM,56,79300,26-06-2105
31123,Infosys,IT,BA,22,57963,27-06-2105
31124,HCLTech,Support,QA,31,35800,28-06-2105
31125,TCS,Engineering,DevOps,32,61332,29-06-2105
31126,HCLTech,Support,BA,35,47768,30-06-2105
31127,HCLTech,Support,BA,25,115172,01-07-2105
31128,HCLTech,Support,BA,31,94549,02-07-2105
31129,Infosys,Cloud,DevOps,32,45073,03-07-2105
31130,Wipro,HR,DS,54,11764,04-07-2105
31131,Infosys,HR,BA,33,99858,05-07-2105
31132,HCLTech,Cloud,PM,38,85611,06-07-2105
31133,HCLTech,Engineering,QA,32,139672,07-07-2105
31134,HCLTech,HR,SSE,23,46509,08-07-2105
31135,HCLTech,Engineering,DevOps,44,114962,09-07-2105
31136,TCS,HR,PM,52,136077,10-07-2105
31137,Infosys,Sales,DS,32,110320,11-07-2105
31138,Wipro,IT,BA,53,63956,12-07-2105
31139,HCLTech,Cloud,BA,32,10043,13-07-2105
31140,TCS,Engineering,DS,48,123991,14-07-2105
31141,Infosys,Engineering,SSE,54,73284,15-07-2105
31142,HCLTech,Support,SSE,21,21922,16-07-2105
31143,TCS,AI,SSE,21,61908,17-07-2105
31144,Infosys,Engineering,SE,56,143930,18-07-2105
31145,Wipro,Engineering,SSE,56,19991,19-07-2105
31146,Wipro,HR,QA,56,25210,20-07-2105
31147,TCS,Finance,DS,39,93887,21-07-2105
31148,HCLTech,Engineering,DevOps,21,55014,22-07-2105
31149,HCLTech,Engineering,SSE,23,83777,23-07-2105
31150,TCS,Support,DS,38,19643,24-07-2105
31151,TCS,Cloud,PM,41,109774,25-07-2105
31152,TCS,Support,BA,37,96156,26-07-2105
31153,Infosys,Engineering,DS,26,113833,27-07-2105
31154,Infosys,Support,DevOps,47,27057,28-07-2105
31155,TCS,IT,SE,56,70257,29-07-2105
31156,Infosys,Support,BA,25,127390,30-07-2105
31157,Infosys,Finance,BA,45,78916,31-07-2105
31158,Wipro,Support,SE,51,145609,01-08-2105
31159,TCS,Finance,PM,53,83338,02-08-2105
31160,Infosys,Engineering,QA,24,138493,03-08-2105
31161,TCS,AI,DS,50,56268,04-08-2105
31162,HCLTech,HR,QA,41,78255,05-08-2105
31163,Wipro,Support,DS,23,70400,06-08-2105
31164,HCLTech,IT,SSE,27,101196,07-08-2105
31165,Infosys,IT,SSE,49,77051,08-08-2105
31166,Wipro,Sales,SE,39,145745,09-08-2105
31167,TCS,AI,QA,29,21224,10-08-2105
