Financial_ID,Company,Year,Quarter,Revenue,Profit,Employees
17890,Wipro,2022,Q1,2738,931,132631
17891,TCS,2018,Q3,3211,2096,246194
17892,Wipro,2021,Q1,7724,702,51165
17893,Infosys,2021,Q2,8077,460,141818
17894,HCLTech,2016,Q3,1150,1736,208614
17895,Infosys,2019,Q4,2769,533,87526
17896,Infosys,2020,Q1,8405,1017,138764
17897,Wipro,2022,Q2,5887,1259,248517
17898,Infosys,2022,Q4,3917,352,239243
17899,Infosys,2016,Q1,6855,1514,163039
17900,TCS,2019,Q1,8886,1700,140813
17901,Wipro,2025,Q3,1925,1920,173490
17902,HCLTech,2020,Q2,4596,495,161952
17903,Wipro,2023,Q4,5219,1963,61927
17904,Infosys,2021,Q1,2183,1845,193512
17905,TCS,2019,Q4,5157,895,157813
17906,Wipro,2026,Q4,1788,1562,125331
17907,HCLTech,2018,Q3,5284,430,135318
17908,Infosys,2015,Q3,3922,2241,162814
17909,Infosys,2022,Q4,3505,1614,106857
17910,Infosys,2026,Q1,5791,1861,209979
17911,HCLTech,2023,Q3,2069,656,155542
17912,HCLTech,2018,Q1,7853,2490,220926
17913,Wipro,2025,Q2,3961,2075,115976
17914,TCS,2026,Q2,6768,1422,95216
17915,Wipro,2026,Q1,1757,986,215608
17916,Wipro,2018,Q2,5162,1245,133914
17917,HCLTech,2021,Q2,4236,1394,74492
17918,HCLTech,2021,Q1,8977,2043,99263
17919,HCLTech,2021,Q4,3936,1981,184309
17920,HCLTech,2026,Q4,8193,512,208109
17921,HCLTech,2016,Q2,3834,128,209088
17922,Infosys,2018,Q2,7546,2081,174156
17923,Infosys,2017,Q4,7385,2117,88879
17924,Infosys,2017,Q2,3543,2427,216456
17925,TCS,2022,Q3,7883,2247,80663
17926,TCS,2024,Q3,6080,2010,166817
17927,Wipro,2019,Q4,7110,1772,76416
17928,TCS,2016,Q4,3648,391,56415
17929,Infosys,2026,Q1,3146,1266,143523
17930,TCS,2015,Q3,7389,2259,177263
17931,TCS,2023,Q2,7926,486,153201
17932,Infosys,2017,Q2,8154,299,61889
17933,Infosys,2021,Q1,7890,1870,199711
17934,Wipro,2018,Q3,4416,819,213129
17935,Wipro,2015,Q4,5049,1686,56221
17936,TCS,2016,Q3,6607,562,154428
17937,HCLTech,2015,Q4,3730,2286,198903
17938,HCLTech,2020,Q2,1574,2494,184939
17939,Infosys,2021,Q4,5780,460,158817
17940,Wipro,2015,Q4,7185,1577,152754
17941,HCLTech,2018,Q3,8305,1587,67105
17942,HCLTech,2016,Q3,6666,779,93974
17943,Wipro,2016,Q3,2696,308,199643
17944,TCS,2025,Q3,4280,2428,55886
17945,Wipro,2015,Q1,5197,1268,118273
17946,TCS,2023,Q1,8367,1812,197951
17947,Infosys,2020,Q1,4377,2007,216353
17948,TCS,2015,Q4,5938,2180,161017
17949,Infosys,2018,Q2,8763,661,54467
17950,HCLTech,2018,Q1,8612,1692,203358
17951,HCLTech,2024,Q4,3349,209,64859
17952,HCLTech,2019,Q2,5888,715,186153
17953,Infosys,2018,Q4,4603,2480,82658
17954,HCLTech,2026,Q2,8047,158,133457
17955,Infosys,2022,Q4,4062,1933,214239
17956,Infosys,2020,Q3,7179,1731,199760
17957,TCS,2019,Q2,5937,1427,130802
17958,Infosys,2020,Q3,6461,2478,90336
17959,Wipro,2025,Q2,4072,2365,180070
17960,HCLTech,2020,Q4,6916,2356,87339
17961,Wipro,2015,Q2,5120,477,143156
17962,Wipro,2023,Q2,3925,1679,155305
17963,TCS,2020,Q3,3945,1886,240596
17964,Infosys,2024,Q1,6155,2413,143546
17965,TCS,2022,Q1,7763,593,169461
17966,Wipro,2019,Q4,5222,685,199821
17967,TCS,2020,Q4,6652,2194,220279
17968,Wipro,2017,Q3,3725,1243,211087
17969,HCLTech,2022,Q2,6958,2479,150470
17970,TCS,2024,Q1,3686,873,192854
17971,TCS,2020,Q1,4885,993,132415
17972,TCS,2019,Q2,6509,2224,229245
17973,Wipro,2026,Q2,7292,2145,100387
17974,Wipro,2016,Q1,1748,912,221914
17975,Wipro,2024,Q2,8111,1563,155241
17976,Infosys,2023,Q3,7176,2290,141860
17977,Infosys,2025,Q1,4684,1501,142981
17978,HCLTech,2025,Q3,3574,631,173936
17979,HCLTech,2023,Q2,4052,1723,195400
17980,TCS,2018,Q1,5248,1074,131723
17981,Infosys,2015,Q3,3585,1356,211643
17982,Infosys,2026,Q4,7840,2239,118289
17983,Wipro,2024,Q1,1493,136,148517
17984,TCS,2025,Q2,3222,837,209760
17985,HCLTech,2024,Q2,2680,1343,134948
17986,HCLTech,2026,Q4,3357,1398,98419
17987,Infosys,2025,Q3,2477,1642,129353
17988,HCLTech,2026,Q3,4476,82,72569
17989,Infosys,2023,Q3,5006,189,130093
17990,HCLTech,2026,Q4,6628,445,144426
17991,Infosys,2026,Q3,7560,1652,97350
17992,Wipro,2017,Q3,4397,269,96486
17993,TCS,2021,Q4,3990,2261,50785
17994,Wipro,2022,Q4,8218,2018,191880
17995,Infosys,2024,Q1,2192,2141,104755
17996,Wipro,2026,Q3,1744,1010,230832
17997,TCS,2016,Q1,4068,1295,211050
17998,TCS,2017,Q2,6189,1446,206995
17999,TCS,2026,Q4,1902,2233,195903
18000,HCLTech,2017,Q2,4310,1535,221415
18001,Infosys,2026,Q1,4470,984,157714
18002,HCLTech,2024,Q2,3611,2166,226261
18003,TCS,2021,Q4,2137,615,150749
18004,TCS,2016,Q2,5830,2432,232582
18005,Infosys,2026,Q2,4260,734,136409
18006,Wipro,2022,Q3,5623,1339,137909
18007,HCLTech,2024,Q2,6877,2272,109355
18008,Wipro,2019,Q1,1790,889,93396
18009,HCLTech,2022,Q4,7732,1802,80792
18010,TCS,2018,Q1,2412,1111,124403
18011,Wipro,2019,Q1,1592,1336,197315
18012,HCLTech,2023,Q1,7784,989,169827
18013,HCLTech,2021,Q1,5138,1123,233233
18014,TCS,2021,Q3,4557,1940,213124
18015,Infosys,2015,Q1,4284,495,65755
18016,Wipro,2026,Q4,2576,1844,198885
18017,Wipro,2018,Q1,6165,1675,197047
18018,HCLTech,2022,Q3,5424,1918,136823
18019,HCLTech,2026,Q2,2332,2226,178822
18020,Wipro,2019,Q1,7842,1376,177279
18021,TCS,2026,Q2,3325,1282,138003
18022,Wipro,2017,Q4,8918,584,111838
18023,TCS,2025,Q3,8502,1829,78534
18024,TCS,2016,Q3,6913,588,104874
18025,Infosys,2019,Q1,3579,886,239192
18026,TCS,2020,Q1,4202,1095,174201
18027,HCLTech,2022,Q3,8484,1297,164066
18028,HCLTech,2018,Q4,1137,113,62544
18029,Infosys,2017,Q1,6951,1701,110244
18030,TCS,2025,Q4,8444,544,230124
18031,Infosys,2017,Q1,5666,1244,82967
18032,Wipro,2016,Q4,7708,258,247019
18033,HCLTech,2017,Q3,6365,868,249819
18034,Wipro,2020,Q4,6489,1708,188839
18035,Infosys,2019,Q2,3136,1910,175162
18036,Infosys,2019,Q3,4546,899,106888
18037,Infosys,2021,Q2,5180,2162,200065
18038,TCS,2015,Q1,2416,198,201157
18039,Infosys,2023,Q4,7470,423,214628
18040,Wipro,2022,Q2,4218,827,233680
18041,Infosys,2015,Q4,4076,998,200068
18042,Wipro,2025,Q2,5401,510,51837
18043,Infosys,2026,Q3,6635,1511,231552
18044,Wipro,2015,Q1,5113,1460,103589
18045,TCS,2025,Q4,4377,291,57803
18046,Infosys,2017,Q1,1694,1885,165566
18047,Infosys,2022,Q4,6171,1608,146729
18048,TCS,2019,Q3,7244,838,95300
18049,TCS,2025,Q2,7351,1451,174239
18050,Wipro,2018,Q1,3731,2473,205487
18051,TCS,2026,Q2,1152,613,186795
18052,TCS,2017,Q1,4557,784,229438
18053,HCLTech,2019,Q1,2111,516,153163
18054,HCLTech,2017,Q2,8047,2424,219482
18055,Infosys,2026,Q1,2329,1544,135954
18056,Wipro,2015,Q4,7762,473,237981
18057,Infosys,2025,Q1,6155,2183,235045
18058,Wipro,2015,Q1,2689,1910,161652
18059,Infosys,2015,Q1,8384,726,247219
18060,HCLTech,2023,Q1,1008,2160,145019
18061,Infosys,2020,Q3,7527,889,59511
18062,HCLTech,2019,Q4,6977,834,125737
18063,Infosys,2019,Q1,4700,1163,212812
18064,Infosys,2020,Q3,5588,2480,142993
18065,Wipro,2017,Q2,2300,1840,240041
18066,HCLTech,2017,Q2,4829,1324,58129
18067,Infosys,2023,Q4,6707,1956,99884
18068,HCLTech,2018,Q4,5929,2415,135107
18069,Infosys,2017,Q3,7067,1654,194580
18070,HCLTech,2022,Q4,1991,966,156608
18071,TCS,2022,Q2,7462,2399,236313
18072,HCLTech,2020,Q3,1703,901,134325
18073,HCLTech,2023,Q4,5699,628,211563
18074,TCS,2017,Q2,1078,1274,101894
18075,TCS,2016,Q2,1338,458,88147
18076,TCS,2020,Q3,1520,225,80533
18077,HCLTech,2025,Q2,3063,1412,242937
18078,HCLTech,2021,Q3,2052,2236,175410
18079,Wipro,2017,Q3,1325,1634,123573
18080,TCS,2021,Q3,952,1649,231652
18081,Wipro,2018,Q3,6735,2060,206209
18082,Wipro,2023,Q2,4740,695,128098
18083,HCLTech,2016,Q1,5255,1868,82959
18084,HCLTech,2022,Q2,812,2316,226639
18085,TCS,2022,Q3,4027,1388,146862
18086,Infosys,2023,Q1,1040,1697,163102
18087,HCLTech,2016,Q2,2513,1634,122343
18088,TCS,2018,Q2,1245,2405,232592
18089,HCLTech,2018,Q3,8274,2433,89995
18090,TCS,2017,Q3,2233,1821,53665
18091,Infosys,2024,Q1,6748,758,76483
18092,Wipro,2017,Q3,8577,1294,79417
18093,Infosys,2017,Q1,5940,883,119967
18094,HCLTech,2016,Q1,8157,2237,169809
18095,Wipro,2023,Q2,8107,875,137720
18096,HCLTech,2017,Q2,3641,1670,79319
18097,TCS,2015,Q2,8480,211,102653
18098,TCS,2026,Q3,5722,725,140249
18099,TCS,2015,Q1,2230,261,207641
18100,TCS,2015,Q3,4188,1880,62746
18101,HCLTech,2025,Q1,8649,605,238160
18102,Infosys,2023,Q2,3059,616,221224
18103,Infosys,2022,Q3,7685,397,95083
18104,Infosys,2015,Q4,1675,1933,103686
18105,TCS,2024,Q4,1858,2038,134825
18106,HCLTech,2021,Q2,4334,1879,208353
18107,HCLTech,2022,Q3,7047,1717,107774
18108,HCLTech,2021,Q2,8189,898,101069
18109,Wipro,2019,Q4,3117,1220,58016
18110,TCS,2023,Q1,6712,487,52258
18111,Wipro,2021,Q4,2655,1430,147117
18112,Wipro,2018,Q3,2039,1051,134811
18113,Infosys,2015,Q4,7293,1777,177696
18114,HCLTech,2023,Q3,2977,2104,136176
18115,Wipro,2025,Q4,7232,602,101673
18116,Wipro,2019,Q4,3785,626,170634
18117,HCLTech,2021,Q1,8684,108,141975
18118,HCLTech,2015,Q1,1798,2453,69702
18119,Infosys,2019,Q2,5770,666,203341
18120,HCLTech,2021,Q3,4270,465,90211
18121,TCS,2023,Q3,2640,2239,89888
18122,TCS,2026,Q4,5133,681,62771
18123,TCS,2015,Q1,8106,2286,149760
18124,HCLTech,2017,Q1,6836,1928,188432
18125,TCS,2026,Q1,2428,86,112255
18126,Wipro,2018,Q1,5093,2236,117628
18127,HCLTech,2021,Q4,3911,2054,82623
18128,HCLTech,2019,Q4,947,2098,124727
18129,Infosys,2026,Q2,4810,1559,59468
18130,Infosys,2024,Q1,3979,1001,221037
18131,TCS,2017,Q2,3430,2411,68000
18132,Wipro,2024,Q4,8399,1043,106192
18133,TCS,2015,Q4,1166,132,202612
18134,HCLTech,2017,Q1,6732,2466,221439
18135,Wipro,2023,Q1,6053,2201,164042
18136,TCS,2025,Q3,7000,1065,200238
18137,Infosys,2025,Q4,6395,518,152443
18138,TCS,2019,Q4,2656,740,210598
18139,TCS,2021,Q3,3722,2296,97289
18140,TCS,2016,Q2,6577,581,215037
18141,HCLTech,2016,Q2,7437,1497,178275
18142,TCS,2020,Q3,3595,761,210450
18143,Wipro,2022,Q2,6407,117,77591
18144,HCLTech,2024,Q2,4756,908,219846
18145,HCLTech,2016,Q3,1553,1963,97336
18146,HCLTech,2021,Q4,1950,1767,85795
18147,Wipro,2021,Q2,6991,1855,245970
18148,Wipro,2022,Q1,7127,1590,170675
18149,Wipro,2020,Q1,3195,2139,217957
18150,Infosys,2019,Q1,3045,495,58396
18151,TCS,2024,Q2,3920,1986,62469
18152,Infosys,2021,Q4,2513,552,145747
18153,HCLTech,2017,Q4,6375,729,224055
18154,TCS,2026,Q2,7935,1490,229063
18155,Infosys,2026,Q3,4220,2406,128038
18156,Infosys,2020,Q4,4951,161,60070
18157,HCLTech,2026,Q3,7030,393,138211
18158,Wipro,2018,Q3,2720,1338,212145
18159,TCS,2025,Q2,5621,921,164346
18160,HCLTech,2020,Q1,1519,1674,158082
18161,Infosys,2017,Q4,8920,431,230887
18162,Infosys,2016,Q1,3512,279,219978
18163,HCLTech,2019,Q2,2872,447,64576
18164,Wipro,2021,Q1,2747,1894,77477
18165,HCLTech,2019,Q3,5258,1270,80996
18166,TCS,2026,Q2,6313,369,167443
18167,Infosys,2026,Q3,2188,2089,148200
18168,TCS,2025,Q2,3142,2057,192779
18169,Infosys,2025,Q1,2785,1673,200618
18170,Wipro,2017,Q2,6782,875,197665
18171,Infosys,2025,Q2,1701,2458,64693
18172,Infosys,2017,Q3,1818,193,168530
18173,Infosys,2025,Q1,2976,498,185914
18174,HCLTech,2023,Q3,5581,792,175411
18175,TCS,2017,Q1,5709,1409,139646
18176,HCLTech,2019,Q4,4027,2403,55503
18177,Wipro,2018,Q2,2653,1823,196011
18178,Infosys,2015,Q4,8017,2219,146603
18179,Infosys,2022,Q3,4874,628,244775
18180,TCS,2021,Q1,3992,1304,81504
18181,Infosys,2026,Q4,2570,863,107728
18182,HCLTech,2025,Q3,6350,211,92602
18183,TCS,2019,Q3,4676,516,73694
18184,Wipro,2024,Q4,5670,2008,195661
18185,HCLTech,2026,Q4,5434,895,210392
18186,TCS,2018,Q2,7364,368,125422
18187,Wipro,2020,Q1,3613,1363,122483
18188,TCS,2023,Q2,5735,1507,69765
18189,Infosys,2024,Q1,6058,2295,217560
18190,HCLTech,2015,Q3,3616,1845,104811
18191,HCLTech,2025,Q2,8056,1197,96362
18192,Infosys,2020,Q3,4333,2440,159159
18193,Infosys,2020,Q1,3348,2458,201269
18194,Infosys,2025,Q3,6202,2045,50518
18195,HCLTech,2019,Q4,7550,1418,86238
18196,HCLTech,2023,Q2,5048,907,91511
18197,Wipro,2022,Q4,2287,355,131414
18198,Infosys,2019,Q2,4397,1054,147532
18199,TCS,2021,Q4,5404,1288,226613
18200,Wipro,2021,Q4,2830,1917,122413
18201,TCS,2024,Q3,5968,728,210540
18202,TCS,2022,Q1,8800,1808,234807
18203,Wipro,2018,Q2,1854,1875,217742
18204,TCS,2024,Q1,2573,2103,173948
18205,HCLTech,2026,Q3,7262,1351,241519
18206,HCLTech,2026,Q3,5752,660,69588
18207,Wipro,2022,Q3,6054,1898,65393
18208,Wipro,2015,Q2,7295,1208,217553
18209,Infosys,2021,Q1,2908,1600,185287
18210,Wipro,2020,Q2,6555,336,157988
18211,TCS,2017,Q3,5428,195,73232
18212,HCLTech,2024,Q3,6729,2403,186633
18213,Infosys,2019,Q2,8661,261,94755
18214,Wipro,2016,Q1,6545,771,182805
18215,Infosys,2020,Q4,4771,908,65531
18216,TCS,2018,Q4,5104,562,180807
18217,Infosys,2022,Q1,4906,2050,170593
18218,TCS,2024,Q4,999,842,232966
18219,TCS,2016,Q3,2591,841,215580
18220,HCLTech,2015,Q3,8108,2445,234723
18221,Infosys,2017,Q1,1058,618,242406
18222,Wipro,2017,Q4,4165,1697,114317
18223,Infosys,2021,Q1,5366,1965,164390
18224,TCS,2021,Q2,8931,499,231150
18225,Infosys,2016,Q2,5998,912,191529
18226,Wipro,2016,Q2,8001,982,81907
18227,TCS,2021,Q2,2337,1432,82717
18228,TCS,2026,Q3,7863,963,173983
18229,HCLTech,2015,Q2,8945,273,57666
18230,Infosys,2016,Q1,1252,1475,193913
18231,TCS,2024,Q2,7169,749,162202
18232,HCLTech,2020,Q4,1376,1246,88007
18233,Wipro,2015,Q2,6842,1000,163925
18234,HCLTech,2016,Q4,7183,1384,105267
18235,Wipro,2022,Q2,4786,1572,96574
18236,TCS,2019,Q1,1312,1140,231464
18237,HCLTech,2016,Q2,1199,1033,235757
18238,TCS,2015,Q1,2086,766,171356
18239,Wipro,2022,Q1,5950,1266,64907
18240,Wipro,2025,Q4,8296,241,149609
18241,Infosys,2016,Q3,4955,1110,152872
18242,Wipro,2022,Q4,7346,513,192884
18243,Wipro,2022,Q3,4762,2146,164251
18244,HCLTech,2017,Q3,1614,781,181388
18245,Wipro,2020,Q1,2154,2145,139453
18246,Infosys,2023,Q1,3723,1167,114019
18247,Infosys,2016,Q1,5229,516,50949
18248,TCS,2024,Q3,8428,2251,91729
18249,Wipro,2026,Q1,8480,1741,133445
18250,Infosys,2015,Q3,3484,1941,231772
18251,Infosys,2016,Q3,6515,271,249508
18252,Infosys,2024,Q4,1245,586,68360
18253,HCLTech,2023,Q2,2043,2293,169026
18254,Wipro,2015,Q4,5021,2409,90464
18255,Infosys,2015,Q4,4864,1609,222602
18256,Wipro,2021,Q2,1418,617,229861
18257,Infosys,2024,Q3,5424,1596,75116
18258,Infosys,2025,Q1,5296,2233,246677
18259,Wipro,2022,Q1,8508,348,235015
18260,HCLTech,2018,Q1,3794,431,143429
18261,HCLTech,2026,Q1,2510,919,244675
18262,Wipro,2026,Q4,7424,1465,209802
18263,Wipro,2020,Q4,7366,737,67748
18264,TCS,2025,Q3,3399,205,163501
18265,TCS,2015,Q4,7699,503,101054
18266,HCLTech,2018,Q3,4486,1405,175597
18267,TCS,2026,Q1,1138,592,246350
18268,Infosys,2019,Q4,8301,284,123545
18269,HCLTech,2026,Q2,1623,748,100630
18270,TCS,2025,Q2,4339,1904,85038
18271,TCS,2023,Q4,7243,1102,93596
18272,Infosys,2025,Q1,1619,2229,244677
18273,TCS,2026,Q3,5099,263,205977
18274,Infosys,2015,Q4,5256,2312,95457
18275,HCLTech,2017,Q1,4977,2155,125259
18276,HCLTech,2018,Q3,7316,797,168271
18277,HCLTech,2016,Q3,3367,1519,129178
18278,HCLTech,2025,Q2,4585,289,179643
18279,Infosys,2022,Q2,1883,630,244378
18280,Wipro,2021,Q4,7113,469,236462
18281,Wipro,2021,Q3,7202,533,117578
18282,Infosys,2025,Q4,7592,332,132388
18283,Infosys,2018,Q2,939,930,107788
18284,TCS,2015,Q2,7428,544,136761
18285,HCLTech,2019,Q3,4458,1159,83254
18286,TCS,2025,Q1,5852,1715,231266
18287,Infosys,2024,Q2,1031,535,63306
18288,HCLTech,2017,Q2,8424,553,246457
18289,TCS,2021,Q3,8768,2331,228057
18290,Infosys,2018,Q4,4523,825,58156
18291,Infosys,2020,Q2,6233,1026,211165
18292,HCLTech,2020,Q3,903,791,233188
18293,HCLTech,2023,Q4,6194,1785,60906
18294,HCLTech,2019,Q1,7650,2274,186388
18295,TCS,2025,Q1,4565,1254,157361
18296,Wipro,2016,Q3,6825,883,188583
18297,Infosys,2016,Q4,6411,311,215255
18298,TCS,2026,Q3,7495,400,117689
18299,TCS,2025,Q1,4274,1200,103189
18300,Wipro,2024,Q2,8626,407,111202
18301,Wipro,2019,Q2,2706,1479,223455
18302,Infosys,2025,Q4,8974,1524,111224
18303,Wipro,2024,Q3,7966,1330,133523
18304,HCLTech,2020,Q2,7828,729,81500
18305,Infosys,2018,Q4,7418,109,87676
18306,TCS,2019,Q1,6092,1456,218355
18307,Infosys,2015,Q1,2382,1771,127743
18308,HCLTech,2018,Q1,3818,342,244544
18309,Infosys,2023,Q2,4450,410,50313
18310,TCS,2025,Q4,3227,2481,132381
18311,TCS,2017,Q3,1012,808,215983
18312,TCS,2023,Q1,1816,197,202808
18313,TCS,2018,Q2,6907,862,69323
18314,TCS,2017,Q1,4991,1976,230727
18315,Infosys,2022,Q1,1016,1056,231494
18316,TCS,2023,Q3,2001,866,94923
18317,Wipro,2025,Q1,6745,1070,58145
18318,Infosys,2019,Q4,6308,2179,133990
18319,Wipro,2020,Q1,3737,1236,111117
18320,HCLTech,2015,Q3,2474,496,58745
18321,Infosys,2022,Q3,1476,2382,162204
18322,TCS,2015,Q3,6141,584,86251
18323,HCLTech,2026,Q4,5184,2047,195541
18324,Wipro,2019,Q2,8706,1652,80447
18325,TCS,2024,Q2,6755,2404,122906
18326,Wipro,2020,Q2,8063,2484,227073
18327,TCS,2019,Q1,4211,1300,74608
18328,Wipro,2022,Q1,3091,2498,71009
18329,Infosys,2021,Q3,8823,530,151553
18330,HCLTech,2016,Q1,1424,246,168320
18331,Wipro,2016,Q2,2498,2280,65380
18332,Wipro,2018,Q4,3374,2085,81192
18333,HCLTech,2021,Q2,5009,969,79439
18334,HCLTech,2020,Q2,4480,210,102694
18335,Wipro,2025,Q2,7623,112,98733
18336,Wipro,2023,Q4,7052,1744,112516
18337,Wipro,2022,Q2,5903,1795,87413
18338,Infosys,2017,Q1,7290,2244,94390
18339,Wipro,2016,Q4,6195,1101,105749
18340,Infosys,2023,Q3,1337,2478,108014
18341,Wipro,2017,Q2,6756,200,105057
18342,Infosys,2018,Q4,6136,1749,122148
18343,TCS,2023,Q1,7094,710,104281
18344,TCS,2024,Q2,8203,247,180583
18345,HCLTech,2023,Q1,1507,122,196761
18346,HCLTech,2017,Q2,5014,626,201662
18347,TCS,2021,Q2,7674,2083,168623
18348,Infosys,2024,Q2,4454,828,217809
18349,Wipro,2016,Q1,3544,1779,182144
18350,Infosys,2018,Q1,8072,1235,110001
18351,TCS,2016,Q4,1994,2410,206306
18352,TCS,2015,Q4,6078,343,244353
18353,HCLTech,2026,Q3,6378,2346,60555
18354,HCLTech,2019,Q1,7736,1241,244228
18355,Infosys,2022,Q2,1193,1481,140223
18356,Infosys,2016,Q3,2868,1763,64771
18357,Infosys,2016,Q1,3731,2494,203738
18358,Wipro,2025,Q4,6618,2333,210852
18359,TCS,2015,Q1,7708,1933,197018
18360,TCS,2022,Q2,6351,1721,216116
18361,Infosys,2018,Q1,3530,2002,248107
18362,HCLTech,2023,Q3,1625,536,154421
18363,HCLTech,2017,Q4,5875,2282,143353
18364,HCLTech,2016,Q2,7165,1654,92051
18365,HCLTech,2017,Q4,3906,1288,123878
18366,HCLTech,2021,Q2,2237,2395,227294
18367,Infosys,2016,Q1,3264,489,179309
18368,Wipro,2024,Q1,2431,627,156055
18369,TCS,2017,Q3,4373,726,120511
18370,Wipro,2015,Q3,2753,1125,180622
18371,TCS,2024,Q2,7310,1613,64531
18372,HCLTech,2019,Q2,4079,2099,208723
18373,HCLTech,2016,Q2,6899,2095,185553
18374,Infosys,2021,Q1,3981,738,201485
18375,Wipro,2016,Q1,2295,1764,188653
18376,HCLTech,2021,Q1,5857,1504,234418
18377,TCS,2021,Q1,5701,171,140173
18378,TCS,2026,Q2,3420,2086,168378
18379,Infosys,2023,Q4,7937,1102,124904
18380,Wipro,2025,Q2,1312,117,121979
18381,HCLTech,2015,Q2,2815,2416,124047
18382,TCS,2021,Q3,5259,1144,101138
18383,Infosys,2020,Q3,3850,1312,162943
18384,HCLTech,2026,Q1,5309,1363,53101
18385,Wipro,2018,Q4,4043,2058,68131
18386,Infosys,2020,Q4,2178,483,52869
18387,Wipro,2022,Q3,6346,1051,77915
18388,Infosys,2019,Q4,8535,327,76697
18389,HCLTech,2023,Q1,4592,1544,214456
18390,Wipro,2018,Q2,2102,2267,69274
18391,Infosys,2021,Q3,2638,1502,61326
18392,HCLTech,2024,Q3,7493,2085,144585
18393,HCLTech,2021,Q1,3734,269,77405
18394,Infosys,2020,Q2,5546,738,87568
18395,Infosys,2021,Q4,2385,1399,214101
18396,Infosys,2020,Q3,6936,2231,165462
18397,Infosys,2023,Q1,3955,1846,83495
18398,Infosys,2022,Q4,8446,2441,94728
18399,HCLTech,2026,Q1,6330,1132,69027
18400,Infosys,2018,Q1,7999,2482,244252
18401,Wipro,2026,Q4,3313,1074,188741
18402,Infosys,2025,Q4,4156,1756,201492
18403,TCS,2020,Q1,8757,978,67528
18404,Wipro,2019,Q1,3113,181,126441
18405,HCLTech,2019,Q4,4885,1430,97405
18406,Wipro,2021,Q4,3929,670,72211
18407,HCLTech,2015,Q2,848,2200,50206
18408,HCLTech,2018,Q4,6067,486,72083
18409,Infosys,2018,Q2,8331,1168,119413
18410,HCLTech,2025,Q3,1444,569,129969
18411,Infosys,2016,Q1,8018,223,216447
18412,TCS,2019,Q2,8881,1096,242190
18413,Wipro,2022,Q3,1011,124,216774
18414,TCS,2017,Q2,7824,1005,110937
18415,TCS,2015,Q1,3491,2497,244084
18416,TCS,2024,Q2,2926,231,60307
18417,Wipro,2020,Q1,6581,1697,210816
18418,TCS,2023,Q4,6825,1167,149133
18419,Infosys,2021,Q1,4327,762,88929
18420,TCS,2021,Q2,1029,2383,71472
18421,HCLTech,2017,Q1,8538,1063,238738
18422,TCS,2015,Q2,8234,365,111719
18423,Wipro,2021,Q2,6284,1080,191255
18424,Wipro,2019,Q2,7899,1849,136857
18425,Infosys,2026,Q1,4960,514,51374
18426,Infosys,2021,Q1,4449,1095,58570
18427,HCLTech,2021,Q3,1520,152,196918
18428,HCLTech,2017,Q2,4165,2399,147746
18429,TCS,2022,Q1,1860,1148,103359
18430,TCS,2017,Q2,3031,2276,181491
18431,TCS,2024,Q2,7299,1245,235121
18432,Infosys,2020,Q2,7835,693,123472
18433,Wipro,2025,Q4,3924,2168,235908
18434,HCLTech,2022,Q1,5967,1622,136319
18435,TCS,2015,Q1,2744,2223,50916
18436,Infosys,2020,Q4,8509,691,72791
18437,Wipro,2017,Q3,1171,2437,109278
18438,Infosys,2020,Q2,8959,1379,156089
18439,TCS,2022,Q1,4107,2426,170504
18440,HCLTech,2022,Q2,8400,1904,53753
18441,Wipro,2016,Q2,6075,1726,90693
18442,Wipro,2023,Q4,1960,911,143402
18443,HCLTech,2017,Q3,7559,1076,178629
18444,TCS,2015,Q2,6029,564,91479
18445,Infosys,2023,Q1,7216,846,161578
18446,Infosys,2025,Q2,7805,1518,238716
18447,Infosys,2025,Q3,8745,1970,166930
18448,Infosys,2018,Q4,3454,929,124307
18449,Infosys,2025,Q3,3252,2283,206436
18450,HCLTech,2021,Q1,7398,1137,167804
18451,Wipro,2018,Q2,6470,1536,170722
18452,Infosys,2023,Q2,5519,163,168159
18453,Infosys,2021,Q3,3851,2154,206522
18454,Wipro,2025,Q3,1458,1553,203016
18455,Infosys,2025,Q1,7285,912,114650
18456,HCLTech,2015,Q4,8267,553,57557
18457,Wipro,2017,Q3,5956,2071,211722
18458,HCLTech,2018,Q2,2763,1722,88944
18459,Infosys,2018,Q1,1350,1024,146055
18460,Wipro,2024,Q4,2228,1160,95036
18461,TCS,2024,Q2,4613,1825,118555
18462,HCLTech,2021,Q4,1751,1239,231648
18463,Wipro,2023,Q3,6277,1093,89793
18464,Wipro,2026,Q2,6787,1910,183705
18465,Wipro,2022,Q1,6900,1220,79188
18466,Wipro,2024,Q4,827,1524,117027
18467,TCS,2018,Q3,6544,1014,60213
18468,Wipro,2026,Q3,4528,1059,232555
18469,Wipro,2021,Q4,6836,1951,88535
18470,HCLTech,2025,Q2,6603,1770,94711
18471,HCLTech,2020,Q3,7163,684,223061
18472,Wipro,2021,Q1,2279,97,197379
18473,Wipro,2022,Q1,956,1330,142189
18474,Infosys,2019,Q1,7270,341,167183
18475,HCLTech,2019,Q3,4673,611,208808
18476,TCS,2022,Q4,6101,2375,84762
18477,Wipro,2026,Q3,8759,1997,242305
18478,Wipro,2024,Q3,4992,2281,142303
18479,TCS,2021,Q4,1907,1134,126892
18480,HCLTech,2019,Q3,6565,2497,205936
