Client_ID,Company,Industry,Country,ContractValue
27803,Infosys,Telecom,UK,37983190
27804,Infosys,Manufacturing,UK,4366198
27805,Infosys,Telecom,Germany,29578577
27806,Infosys,Manufacturing,USA,10945729
27807,Wipro,Telecom,UK,28253909
27808,Infosys,Healthcare,India,15144058
27809,Wipro,Manufacturing,India,49720924
27810,HCLTech,Retail,India,11232168
27811,HCLTech,Telecom,Germany,36687892
27812,TCS,Healthcare,USA,37511109
27813,Infosys,Manufacturing,Canada,32249916
27814,TCS,Manufacturing,Germany,45098229
27815,TCS,Manufacturing,India,9834904
27816,Infosys,Manufacturing,USA,24486852
27817,TCS,Manufacturing,UK,23519554
27818,HCLTech,Telecom,USA,49528030
27819,TCS,Telecom,Germany,44850708
27820,Infosys,Retail,USA,44336392
27821,Wipro,Manufacturing,USA,35171262
27822,Wipro,Healthcare,Canada,8563177
27823,Infosys,Retail,Germany,23698075
27824,TCS,Manufacturing,Germany,16079783
27825,Wipro,Manufacturing,Canada,3825949
27826,Infosys,Healthcare,Canada,1898388
27827,TCS,Healthcare,India,4592120
27828,HCLTech,Manufacturing,USA,48798466
27829,Wipro,Banking,Canada,26489130
27830,Infosys,Telecom,UK,26152795
27831,HCLTech,Healthcare,UK,8000023
27832,Wipro,Telecom,Canada,5480442
27833,TCS,Telecom,Germany,17634884
27834,Infosys,Retail,Germany,21489836
27835,HCLTech,Banking,UK,40146876
27836,Wipro,Retail,Germany,18373319
27837,Wipro,Healthcare,Germany,20123106
27838,TCS,Manufacturing,India,6422094
27839,TCS,Manufacturing,India,47232468
27840,Wipro,Retail,USA,6196492
27841,Wipro,Banking,UK,657814
27842,Infosys,Healthcare,Canada,2833731
27843,TCS,Manufacturing,UK,12470176
27844,HCLTech,Banking,USA,28415706
27845,Infosys,Telecom,Canada,30959823
27846,Wipro,Healthcare,India,30136549
27847,HCLTech,Banking,Canada,30601277
27848,Wipro,Banking,Germany,13443413
27849,TCS,Manufacturing,Canada,32923768
27850,Wipro,Telecom,USA,32134428
27851,Wipro,Healthcare,India,48166407
27852,HCLTech,Banking,Canada,31163302
27853,TCS,Manufacturing,Canada,3182476
27854,TCS,Banking,Germany,35176394
27855,Infosys,Telecom,Canada,22575580
27856,HCLTech,Banking,Germany,32315716
27857,Wipro,Banking,Canada,8231397
27858,TCS,Manufacturing,UK,39613844
27859,Infosys,Manufacturing,India,30132965
27860,TCS,Healthcare,Canada,45801246
27861,Infosys,Banking,UK,34799020
27862,HCLTech,Healthcare,USA,38960922
27863,Wipro,Retail,UK,7595625
27864,Wipro,Banking,Germany,23782893
27865,Infosys,Healthcare,USA,26270278
27866,Wipro,Banking,USA,233161
27867,Infosys,Banking,India,42265472
27868,Infosys,Healthcare,India,22920235
27869,Infosys,Manufacturing,UK,3475568
27870,HCLTech,Banking,UK,14046003
27871,Wipro,Manufacturing,UK,30751265
27872,HCLTech,Manufacturing,USA,21973676
27873,Wipro,Banking,USA,44505095
27874,Infosys,Banking,USA,20670887
27875,HCLTech,Retail,India,21884846
27876,TCS,Telecom,India,27427770
27877,TCS,Telecom,Canada,47563706
27878,HCLTech,Retail,USA,1047704
27879,HCLTech,Retail,Germany,9082251
27880,TCS,Healthcare,India,46691707
27881,Wipro,Retail,Germany,12155843
27882,HCLTech,Retail,Canada,2026506
27883,TCS,Banking,Germany,47146488
27884,Infosys,Telecom,Canada,22507614
27885,HCLTech,Banking,Germany,25321157
27886,TCS,Manufacturing,Germany,3834737
27887,TCS,Healthcare,India,34263303
27888,TCS,Telecom,Germany,11977926
27889,Infosys,Telecom,India,39882914
27890,Wipro,Healthcare,Germany,11071169
27891,HCLTech,Telecom,USA,45288252
27892,Infosys,Retail,Germany,17632331
27893,Wipro,Manufacturing,India,8686066
27894,TCS,Retail,Canada,6462254
27895,Infosys,Retail,Germany,4472923
27896,Wipro,Healthcare,UK,31512624
27897,HCLTech,Telecom,India,21329021
27898,TCS,Healthcare,India,13009736
27899,Infosys,Healthcare,India,41414128
27900,TCS,Telecom,Canada,7605852
27901,TCS,Telecom,UK,14961151
27902,TCS,Banking,India,28225191
27903,HCLTech,Manufacturing,UK,30074368
27904,TCS,Healthcare,India,30194417
27905,TCS,Manufacturing,Canada,7843718
27906,Wipro,Telecom,UK,13681196
27907,HCLTech,Banking,Canada,5635818
27908,HCLTech,Retail,Germany,32977422
27909,TCS,Banking,Canada,26807755
27910,Wipro,Banking,Canada,3845097
27911,Infosys,Banking,Germany,44836897
27912,Wipro,Retail,USA,23823222
27913,TCS,Banking,India,15136728
27914,HCLTech,Healthcare,USA,34846347
27915,TCS,Retail,Germany,34937022
27916,Infosys,Retail,India,5931648
27917,HCLTech,Telecom,Germany,39556229
27918,Wipro,Telecom,Canada,11455368
27919,Wipro,Manufacturing,UK,46746048
27920,Wipro,Telecom,Canada,34558263
27921,Infosys,Healthcare,India,42730320
27922,Wipro,Retail,India,15576568
27923,Infosys,Retail,Germany,37629827
27924,Infosys,Manufacturing,Germany,22278822
27925,TCS,Retail,India,46335070
27926,Wipro,Banking,USA,43844600
27927,HCLTech,Healthcare,Germany,3015049
27928,Wipro,Retail,Canada,33219758
27929,TCS,Retail,India,45104066
27930,Infosys,Banking,India,7072848
27931,TCS,Retail,USA,27352510
27932,HCLTech,Healthcare,USA,48396437
27933,HCLTech,Banking,India,17030896
27934,Infosys,Banking,India,1295924
27935,TCS,Healthcare,Germany,20450196
27936,Wipro,Healthcare,Germany,5757339
27937,Infosys,Banking,UK,45576438
27938,Infosys,Telecom,Germany,24660023
27939,Infosys,Healthcare,India,27285723
27940,Wipro,Healthcare,USA,1316279
27941,Wipro,Banking,India,28239427
27942,Wipro,Manufacturing,India,21555904
27943,TCS,Healthcare,USA,20959382
27944,HCLTech,Banking,India,26592434
27945,HCLTech,Healthcare,Canada,15347356
27946,Infosys,Telecom,Germany,49562503
27947,Wipro,Telecom,Canada,13237407
27948,TCS,Healthcare,USA,7095524
27949,Wipro,Retail,India,41633207
27950,Infosys,Healthcare,India,30422920
27951,Infosys,Retail,Germany,21468642
27952,Wipro,Healthcare,Canada,22236393
27953,Infosys,Healthcare,Germany,47590623
27954,HCLTech,Manufacturing,Canada,4076228
27955,HCLTech,Healthcare,USA,5800560
27956,Wipro,Manufacturing,India,36979312
27957,TCS,Healthcare,Canada,12555828
27958,HCLTech,Retail,UK,29175611
27959,TCS,Retail,UK,45780548
27960,Infosys,Retail,India,13166823
27961,Wipro,Banking,USA,20719412
27962,Infosys,Banking,Canada,29225807
27963,HCLTech,Telecom,USA,8438665
27964,HCLTech,Telecom,Germany,44185675
27965,HCLTech,Retail,USA,43375034
27966,HCLTech,Banking,UK,46562591
27967,TCS,Telecom,Canada,19925155
27968,Infosys,Retail,UK,10421878
27969,TCS,Manufacturing,USA,479612
27970,TCS,Manufacturing,UK,14784254
27971,Wipro,Manufacturing,UK,11221154
27972,Wipro,Banking,UK,23667609
27973,Wipro,Banking,UK,37868065
27974,HCLTech,Manufacturing,USA,5514257
27975,HCLTech,Banking,India,38229629
27976,Infosys,Retail,Germany,9838748
27977,HCLTech,Telecom,Canada,29411794
27978,TCS,Healthcare,UK,394128
27979,TCS,Retail,USA,36904414
27980,HCLTech,Retail,UK,43319546
27981,Infosys,Retail,USA,1630542
27982,Infosys,Banking,Canada,22658644
27983,Wipro,Retail,India,22470545
27984,Infosys,Telecom,UK,12691889
27985,Infosys,Telecom,USA,32951883
27986,TCS,Banking,UK,6855049
27987,Wipro,Manufacturing,UK,10912916
27988,Wipro,Manufacturing,India,6964496
27989,Infosys,Banking,Canada,28639886
27990,Infosys,Telecom,India,23197859
27991,HCLTech,Manufacturing,Germany,5945019
27992,Infosys,Retail,Germany,28796892
27993,TCS,Retail,USA,762071
27994,Wipro,Banking,UK,20721095
27995,HCLTech,Retail,Germany,7603236
27996,TCS,Telecom,USA,36924701
27997,HCLTech,Retail,USA,37443977
27998,TCS,Healthcare,Canada,2157076
27999,HCLTech,Retail,Canada,7135578
28000,HCLTech,Healthcare,UK,3358525
28001,Infosys,Banking,UK,15221310
28002,HCLTech,Healthcare,Canada,2906673
28003,Infosys,Manufacturing,UK,29722982
28004,Infosys,Manufacturing,India,1336599
28005,HCLTech,Healthcare,USA,44196779
28006,Infosys,Healthcare,Germany,30762836
28007,Infosys,Manufacturing,USA,8957801
28008,Wipro,Telecom,India,19300789
28009,HCLTech,Healthcare,UK,2306257
28010,Wipro,Retail,USA,37884780
28011,HCLTech,Telecom,UK,45533460
28012,Infosys,Retail,Canada,39168703
28013,TCS,Telecom,India,47382029
28014,TCS,Banking,USA,31536014
28015,Infosys,Retail,India,5566885
28016,HCLTech,Retail,UK,47507327
28017,TCS,Retail,India,3287423
28018,TCS,Retail,USA,48713230
28019,TCS,Healthcare,Canada,5507142
28020,Wipro,Telecom,UK,29080869
28021,Infosys,Manufacturing,Canada,43216939
28022,HCLTech,Banking,Germany,44272491
28023,Wipro,Manufacturing,UK,10076351
28024,Infosys,Telecom,USA,2858289
28025,Wipro,Retail,India,46426854
28026,HCLTech,Telecom,India,22687685
28027,Infosys,Banking,India,6353550
28028,Infosys,Retail,USA,31256151
28029,Infosys,Banking,Canada,40229587
28030,TCS,Retail,USA,23109045
28031,Wipro,Healthcare,USA,14875730
28032,TCS,Retail,USA,10547120
28033,HCLTech,Telecom,UK,18634409
28034,TCS,Telecom,UK,26108819
28035,TCS,Banking,UK,40449128
28036,Infosys,Retail,Canada,2062129
28037,Infosys,Banking,Germany,18676478
28038,TCS,Telecom,India,46406718
28039,Wipro,Manufacturing,USA,27403588
28040,Wipro,Telecom,UK,37067044
28041,TCS,Banking,India,1894024
28042,HCLTech,Manufacturing,Germany,26583562
28043,Infosys,Banking,USA,18622151
28044,HCLTech,Banking,UK,23463346
28045,Wipro,Retail,Canada,302510
28046,Infosys,Telecom,UK,32509147
28047,HCLTech,Healthcare,Germany,14243230
28048,Infosys,Telecom,India,1981884
28049,TCS,Healthcare,UK,48442349
28050,HCLTech,Telecom,USA,25602137
28051,Infosys,Retail,India,10845628
28052,HCLTech,Manufacturing,Canada,416007
28053,Infosys,Banking,Germany,46122106
28054,HCLTech,Healthcare,Germany,29653044
28055,Infosys,Manufacturing,Germany,33690505
28056,Infosys,Retail,Germany,38452627
28057,TCS,Manufacturing,UK,5962207
28058,Infosys,Manufacturing,Canada,22401826
28059,Infosys,Healthcare,India,2989130
28060,TCS,Banking,USA,16359547
28061,TCS,Retail,India,37952123
28062,Wipro,Healthcare,Canada,17733950
28063,HCLTech,Manufacturing,India,9072016
28064,Infosys,Retail,UK,40788506
28065,HCLTech,Healthcare,India,41408826
28066,TCS,Retail,UK,45502335
28067,Wipro,Retail,USA,21794408
28068,Wipro,Banking,Canada,26926350
28069,HCLTech,Retail,Canada,13288371
28070,HCLTech,Retail,UK,49966283
28071,HCLTech,Healthcare,UK,22404630
28072,HCLTech,Manufacturing,Germany,23014790
28073,Infosys,Banking,UK,36513509
28074,HCLTech,Manufacturing,Germany,29398152
28075,Infosys,Manufacturing,Germany,48033046
28076,TCS,Banking,Germany,37324029
28077,Wipro,Telecom,Canada,32425548
28078,HCLTech,Manufacturing,UK,46000962
28079,Infosys,Healthcare,USA,39102078
28080,HCLTech,Retail,India,12456030
28081,Wipro,Manufacturing,UK,3219832
28082,HCLTech,Healthcare,Germany,35379956
28083,Infosys,Telecom,Canada,20661156
28084,Infosys,Retail,UK,27004986
28085,TCS,Manufacturing,India,16436033
28086,Wipro,Manufacturing,USA,6875780
28087,Wipro,Manufacturing,Germany,38322284
28088,Infosys,Retail,Canada,39322426
28089,TCS,Retail,Germany,17551388
28090,TCS,Telecom,Germany,39723066
28091,HCLTech,Retail,Germany,36661958
28092,TCS,Telecom,USA,5507762
28093,TCS,Banking,USA,28455071
28094,Infosys,Banking,India,40582625
28095,Infosys,Banking,Germany,15602000
28096,Wipro,Banking,UK,34132483
28097,Wipro,Manufacturing,India,40853355
28098,Wipro,Telecom,Canada,6126017
28099,TCS,Healthcare,India,29641283
28100,Infosys,Manufacturing,India,24234280
28101,Wipro,Manufacturing,Canada,21111620
28102,Infosys,Healthcare,Canada,33381683
28103,HCLTech,Healthcare,UK,17224374
28104,Wipro,Manufacturing,Canada,32318372
28105,Wipro,Telecom,Germany,44706747
28106,Infosys,Healthcare,USA,27883697
28107,HCLTech,Healthcare,UK,190661
28108,Infosys,Manufacturing,India,25376100
28109,Infosys,Banking,Canada,2219463
28110,HCLTech,Manufacturing,Canada,27804495
28111,Wipro,Healthcare,Germany,48115283
28112,HCLTech,Retail,Germany,35523444
28113,HCLTech,Manufacturing,Germany,27767212
28114,Wipro,Retail,India,40867340
28115,HCLTech,Healthcare,Canada,13009334
28116,HCLTech,Banking,Canada,29181178
28117,TCS,Healthcare,USA,30924891
28118,Wipro,Manufacturing,USA,12532334
28119,TCS,Retail,India,14411025
28120,Infosys,Manufacturing,USA,5291564
28121,Infosys,Manufacturing,Germany,14216404
28122,HCLTech,Manufacturing,USA,19091814
28123,HCLTech,Healthcare,UK,9112808
28124,Wipro,Banking,Canada,39972155
28125,HCLTech,Telecom,India,37268879
28126,TCS,Banking,UK,29722194
28127,Wipro,Telecom,Germany,31931170
28128,Wipro,Retail,UK,44050541
28129,Infosys,Retail,India,30264931
28130,TCS,Retail,Germany,40645124
28131,Wipro,Retail,Germany,22268475
28132,HCLTech,Manufacturing,Germany,48092613
28133,Infosys,Retail,India,29320258
28134,Infosys,Healthcare,UK,30762867
28135,Infosys,Healthcare,USA,16052159
28136,TCS,Retail,India,35642290
28137,TCS,Banking,Germany,20370183
28138,HCLTech,Banking,UK,29546489
28139,Infosys,Manufacturing,Canada,31637048
28140,HCLTech,Telecom,UK,32258037
28141,HCLTech,Banking,India,29753091
28142,HCLTech,Healthcare,UK,47507432
28143,Infosys,Retail,Germany,8728104
28144,HCLTech,Banking,Germany,3572080
28145,HCLTech,Banking,Germany,5713206
28146,Infosys,Telecom,India,40613419
28147,TCS,Telecom,Germany,43587548
28148,Wipro,Healthcare,India,49135922
28149,Wipro,Manufacturing,India,21001067
28150,HCLTech,Manufacturing,Canada,35966432
28151,HCLTech,Telecom,UK,19389524
28152,TCS,Healthcare,USA,28125672
28153,Wipro,Retail,UK,36073485
28154,Wipro,Banking,Canada,13339212
28155,HCLTech,Healthcare,Canada,10228447
28156,Wipro,Retail,USA,29983273
28157,Wipro,Retail,Germany,22503820
28158,Infosys,Healthcare,Germany,34688749
28159,Infosys,Telecom,India,27034538
28160,Wipro,Banking,India,1503286
28161,Wipro,Healthcare,Canada,38644560
28162,TCS,Retail,Canada,12167548
28163,HCLTech,Retail,Germany,8557527
28164,Infosys,Retail,India,26623333
28165,Infosys,Retail,India,16422889
28166,Infosys,Manufacturing,Germany,27922008
28167,Infosys,Banking,India,42256472
28168,Wipro,Retail,India,22365440
28169,TCS,Banking,Germany,18395671
28170,TCS,Banking,UK,42789967
28171,TCS,Telecom,USA,36082502
28172,Wipro,Banking,USA,17571481
28173,TCS,Banking,USA,12657049
28174,HCLTech,Banking,USA,7811611
28175,HCLTech,Retail,Germany,47520425
28176,HCLTech,Manufacturing,India,17048665
28177,TCS,Banking,Canada,43563652
28178,Infosys,Telecom,India,5367197
28179,Wipro,Healthcare,UK,13069800
28180,Wipro,Retail,UK,27797960
28181,Wipro,Retail,Canada,32504177
28182,Wipro,Healthcare,Canada,38879162
28183,HCLTech,Telecom,UK,15244431
28184,Wipro,Telecom,USA,23592655
28185,TCS,Manufacturing,Germany,27674304
28186,Wipro,Healthcare,Canada,13128678
28187,Wipro,Manufacturing,Germany,41082966
28188,Wipro,Retail,Germany,10324545
28189,Infosys,Manufacturing,USA,40698418
28190,Wipro,Telecom,Germany,29442225
28191,Wipro,Banking,Germany,23123624
28192,TCS,Healthcare,India,24244132
28193,Infosys,Telecom,USA,18494620
28194,HCLTech,Telecom,USA,16164252
28195,Wipro,Healthcare,UK,21366348
28196,TCS,Telecom,USA,460811
28197,HCLTech,Banking,India,48605877
28198,TCS,Manufacturing,USA,36617604
28199,Infosys,Retail,USA,49153635
28200,TCS,Retail,Canada,5522049
28201,Infosys,Telecom,UK,22085741
28202,Wipro,Manufacturing,India,46491059
28203,Wipro,Banking,Germany,17696501
28204,Infosys,Manufacturing,Canada,40385104
28205,TCS,Manufacturing,India,3370609
28206,Wipro,Retail,India,15832657
28207,Wipro,Healthcare,USA,3091127
28208,Wipro,Telecom,Canada,28051411
28209,Infosys,Banking,Canada,46772648
28210,Wipro,Manufacturing,Germany,6028006
28211,Infosys,Telecom,Germany,42294898
28212,TCS,Retail,UK,24354777
28213,Wipro,Healthcare,Germany,4927055
28214,TCS,Telecom,USA,15706263
28215,Wipro,Telecom,UK,48753755
28216,HCLTech,Manufacturing,India,28113270
28217,HCLTech,Retail,USA,40959789
28218,Infosys,Banking,USA,32112581
28219,Wipro,Manufacturing,UK,13806278
28220,TCS,Healthcare,Canada,11380285
28221,Infosys,Telecom,Canada,23372246
28222,Infosys,Healthcare,USA,37297955
28223,Infosys,Manufacturing,Germany,13445435
28224,Infosys,Telecom,Canada,6344104
28225,Infosys,Telecom,UK,39116205
28226,HCLTech,Retail,Germany,36153954
28227,Infosys,Telecom,UK,1190409
28228,Infosys,Telecom,USA,45533569
28229,TCS,Telecom,Germany,1428419
28230,Wipro,Telecom,UK,15518561
28231,Wipro,Banking,Germany,48433437
28232,Wipro,Manufacturing,USA,39908830
28233,TCS,Manufacturing,India,10804534
28234,Wipro,Healthcare,UK,46816721
28235,Infosys,Telecom,USA,30419028
28236,TCS,Banking,Canada,18638987
28237,Wipro,Telecom,Canada,23766807
28238,Infosys,Retail,Canada,2117072
28239,Infosys,Manufacturing,India,38880086
28240,TCS,Telecom,Germany,11909141
28241,HCLTech,Telecom,Germany,48022657
28242,TCS,Banking,Canada,18777297
28243,Infosys,Healthcare,Germany,31422111
28244,Wipro,Banking,Canada,22563427
28245,TCS,Retail,USA,23591905
28246,HCLTech,Telecom,USA,29483624
28247,TCS,Telecom,Germany,5155117
28248,Wipro,Retail,Canada,45064260
28249,TCS,Manufacturing,USA,21538220
28250,Infosys,Retail,UK,44909912
28251,Infosys,Retail,USA,7591443
28252,Wipro,Telecom,UK,31525443
28253,HCLTech,Manufacturing,Canada,20236302
28254,Infosys,Healthcare,India,3201401
28255,TCS,Retail,Canada,30155215
28256,Infosys,Banking,UK,30884271
28257,Infosys,Banking,Germany,10273179
28258,Wipro,Banking,UK,10935089
28259,TCS,Retail,USA,22630319
28260,Infosys,Retail,UK,19047569
28261,HCLTech,Healthcare,Canada,43443690
28262,TCS,Banking,Germany,11746835
28263,Wipro,Retail,Germany,47813859
28264,Infosys,Healthcare,UK,25416962
28265,Wipro,Manufacturing,USA,1146529
28266,TCS,Banking,USA,3533055
28267,TCS,Retail,USA,17675664
28268,Infosys,Manufacturing,Germany,3927932
28269,Infosys,Telecom,USA,20444492
28270,Wipro,Telecom,UK,42828016
28271,Infosys,Retail,USA,2251435
28272,HCLTech,Retail,India,9861278
28273,Infosys,Retail,Canada,2320732
28274,Infosys,Manufacturing,Germany,24610302
28275,Infosys,Healthcare,India,23859181
28276,Wipro,Healthcare,Canada,42237976
28277,Infosys,Manufacturing,Germany,13725905
28278,Wipro,Manufacturing,Canada,21482245
28279,Infosys,Healthcare,UK,41927000
28280,TCS,Retail,USA,7793286
28281,TCS,Banking,UK,25845194
28282,Wipro,Banking,USA,42198893
28283,Wipro,Banking,USA,43523762
28284,HCLTech,Telecom,India,34642444
28285,TCS,Banking,USA,4516775
28286,HCLTech,Manufacturing,UK,6545285
28287,Infosys,Retail,UK,1405878
28288,Infosys,Healthcare,India,24608321
28289,HCLTech,Banking,USA,39535561
28290,HCLTech,Manufacturing,UK,21580651
28291,Infosys,Banking,Germany,5470048
28292,HCLTech,Retail,Canada,43051399
28293,TCS,Manufacturing,UK,49015066
28294,Wipro,Retail,Canada,19962712
28295,TCS,Healthcare,Canada,32616127
28296,Infosys,Retail,USA,14022934
28297,Infosys,Manufacturing,Germany,45564878
28298,Infosys,Healthcare,USA,13450491
28299,HCLTech,Retail,Canada,26609742
28300,Infosys,Manufacturing,Canada,45618314
28301,HCLTech,Manufacturing,Germany,1551915
28302,TCS,Telecom,Canada,46745462
28303,Infosys,Telecom,Germany,29403607
28304,TCS,Retail,UK,750132
28305,HCLTech,Manufacturing,UK,14270842
28306,Wipro,Healthcare,Canada,38398895
28307,TCS,Healthcare,USA,23822232
28308,HCLTech,Retail,UK,12188229
28309,Infosys,Telecom,India,13557302
28310,TCS,Banking,Canada,16022819
28311,TCS,Banking,UK,44588809
28312,TCS,Healthcare,Canada,13505981
28313,HCLTech,Banking,India,26649998
28314,Infosys,Retail,India,39263154
28315,Wipro,Banking,India,10568910
28316,TCS,Healthcare,Germany,28215231
28317,TCS,Healthcare,USA,26885958
28318,TCS,Manufacturing,USA,20658190
28319,HCLTech,Retail,UK,15519573
28320,TCS,Retail,Canada,49696736
28321,Infosys,Retail,USA,21690766
28322,TCS,Healthcare,USA,20054851
28323,TCS,Telecom,UK,7257384
28324,TCS,Telecom,USA,33498027
28325,Infosys,Manufacturing,UK,5104221
28326,Infosys,Manufacturing,UK,40143491
28327,TCS,Healthcare,India,38105311
28328,Wipro,Banking,Germany,17371485
28329,Infosys,Telecom,UK,20482120
28330,Wipro,Manufacturing,Canada,1487302
28331,Wipro,Manufacturing,India,1127818
28332,Infosys,Banking,Germany,4488561
28333,HCLTech,Healthcare,USA,18937282
28334,HCLTech,Retail,USA,40822452
28335,HCLTech,Retail,Canada,4668425
28336,TCS,Healthcare,Germany,37898501
28337,HCLTech,Retail,USA,18502080
28338,Wipro,Retail,UK,43593064
28339,TCS,Telecom,Germany,25256480
28340,Infosys,Telecom,Canada,624357
28341,Wipro,Manufacturing,USA,2352211
28342,Infosys,Retail,UK,33459120
28343,TCS,Telecom,Germany,7413470
28344,TCS,Telecom,Canada,31026413
28345,TCS,Telecom,Canada,25146474
28346,HCLTech,Retail,USA,797530
28347,Wipro,Telecom,India,30422334
28348,Wipro,Banking,Germany,33086415
28349,TCS,Telecom,UK,18200442
28350,HCLTech,Healthcare,India,6467178
28351,HCLTech,Manufacturing,India,22227441
28352,TCS,Healthcare,Germany,37061250
28353,TCS,Telecom,USA,45962122
28354,HCLTech,Banking,Germany,26335659
28355,TCS,Healthcare,Germany,17785530
28356,Infosys,Manufacturing,UK,23275885
28357,Wipro,Banking,UK,44965377
28358,HCLTech,Healthcare,India,23847088
28359,TCS,Retail,Germany,28698945
28360,Infosys,Banking,Canada,4915087
28361,TCS,Retail,USA,14355184
28362,TCS,Banking,USA,35097630
28363,Wipro,Manufacturing,USA,9785576
28364,Wipro,Retail,USA,46711796
28365,Infosys,Banking,UK,1209526
28366,TCS,Manufacturing,Canada,29592128
28367,Wipro,Manufacturing,USA,22300296
28368,HCLTech,Manufacturing,Canada,8313191
28369,Wipro,Manufacturing,USA,8230812
28370,Wipro,Telecom,Canada,21587553
28371,TCS,Retail,India,28927439
28372,HCLTech,Manufacturing,UK,42756282
28373,Wipro,Telecom,UK,18699354
28374,TCS,Manufacturing,India,12564084
28375,HCLTech,Banking,UK,1477113
28376,HCLTech,Telecom,Germany,32133767
28377,Wipro,Retail,USA,741021
28378,Wipro,Telecom,Canada,25923522
28379,HCLTech,Retail,UK,23498105
28380,HCLTech,Banking,UK,22037456
28381,HCLTech,Telecom,USA,22077595
28382,TCS,Retail,Germany,29912157
28383,HCLTech,Healthcare,UK,16123601
28384,Infosys,Telecom,USA,49172935
28385,Wipro,Healthcare,India,14981772
28386,HCLTech,Healthcare,USA,46423588
28387,Infosys,Telecom,USA,9929759
28388,TCS,Telecom,UK,36761674
28389,Infosys,Banking,India,16000419
28390,Wipro,Retail,Canada,22790516
28391,Infosys,Manufacturing,India,3243946
28392,Wipro,Retail,USA,18177925
28393,HCLTech,Manufacturing,USA,23293023
28394,HCLTech,Banking,UK,32853779
28395,Infosys,Banking,Germany,37078445
28396,TCS,Retail,Germany,8138611
28397,Infosys,Banking,India,40345292
28398,TCS,Manufacturing,UK,4707322
28399,HCLTech,Banking,UK,9945244
28400,TCS,Manufacturing,Germany,27293326
28401,Wipro,Telecom,UK,26171388
28402,HCLTech,Banking,Canada,21403082
28403,Wipro,Banking,USA,11139878
28404,Wipro,Retail,Germany,25682167
28405,HCLTech,Manufacturing,Canada,6902526
28406,HCLTech,Telecom,USA,19642359
28407,Infosys,Manufacturing,UK,48408889
28408,Infosys,Telecom,USA,47784666
28409,Infosys,Telecom,India,9463547
28410,Infosys,Banking,UK,37706974
28411,Infosys,Telecom,India,29643101
28412,TCS,Telecom,Canada,20275917
28413,TCS,Telecom,UK,33928123
28414,TCS,Telecom,Germany,33808967
28415,HCLTech,Telecom,Canada,19875271
28416,HCLTech,Telecom,USA,2351870
28417,TCS,Retail,India,29041459
28418,TCS,Retail,India,15274217
28419,Wipro,Retail,Canada,4737735
28420,Infosys,Telecom,UK,25694233
28421,Infosys,Telecom,Canada,48289962
28422,Infosys,Retail,Germany,39847913
28423,Wipro,Manufacturing,India,39338130
28424,Infosys,Telecom,Canada,36919435
28425,TCS,Healthcare,India,15613029
28426,HCLTech,Healthcare,Germany,31168083
28427,Wipro,Healthcare,Canada,48738488
28428,HCLTech,Banking,Germany,1262674
28429,Wipro,Healthcare,India,29402372
28430,Infosys,Banking,Germany,12813708
28431,Infosys,Manufacturing,Canada,32404976
28432,Infosys,Retail,India,27776941
28433,TCS,Retail,Canada,47983956
28434,TCS,Healthcare,Canada,14121424
28435,TCS,Retail,Germany,46530224
28436,TCS,Healthcare,India,44776788
28437,Infosys,Telecom,India,23259184
28438,HCLTech,Banking,Germany,22432895
28439,HCLTech,Banking,India,48017301
28440,TCS,Healthcare,USA,46738554
28441,Wipro,Manufacturing,UK,44451437
28442,Infosys,Healthcare,Germany,3342707
28443,Infosys,Manufacturing,Canada,45825786
28444,HCLTech,Manufacturing,India,22063411
28445,TCS,Manufacturing,Germany,49156184
28446,Wipro,Manufacturing,Germany,9876483
28447,TCS,Retail,Canada,16162574
28448,Wipro,Banking,Canada,14718551
28449,Infosys,Manufacturing,USA,32796704
28450,TCS,Manufacturing,UK,1136523
28451,TCS,Banking,Germany,36130970
28452,HCLTech,Banking,Germany,3999700
28453,TCS,Telecom,Canada,23674339
28454,HCLTech,Manufacturing,Germany,42622238
28455,HCLTech,Retail,India,11492698
28456,TCS,Telecom,Canada,6124489
28457,HCLTech,Banking,USA,25732379
28458,HCLTech,Manufacturing,USA,28659913
28459,TCS,Manufacturing,UK,36471502
28460,TCS,Retail,Canada,35648390
28461,Wipro,Telecom,Germany,24879158
28462,TCS,Banking,Germany,46987089
28463,Wipro,Telecom,Germany,7129235
28464,Wipro,Telecom,UK,6541777
28465,TCS,Manufacturing,Germany,26879914
28466,TCS,Banking,USA,36686605
28467,Infosys,Banking,India,29223003
28468,HCLTech,Telecom,Canada,32391209
28469,Infosys,Telecom,India,8436275
28470,HCLTech,Retail,UK,20906365
28471,Infosys,Manufacturing,UK,22043605
28472,HCLTech,Banking,Canada,18914015
28473,HCLTech,Telecom,UK,6427224
28474,Wipro,Retail,Canada,22949944
28475,HCLTech,Retail,USA,25349231
28476,TCS,Retail,Germany,48101303
28477,TCS,Retail,USA,736209
28478,HCLTech,Retail,India,44843304
28479,Infosys,Manufacturing,UK,31818337
28480,TCS,Manufacturing,USA,46420151
28481,TCS,Telecom,India,18485276
28482,Wipro,Manufacturing,India,10662378
28483,TCS,Retail,Germany,8449558
28484,Infosys,Healthcare,Germany,4628895
28485,Infosys,Telecom,Germany,36133584
28486,HCLTech,Manufacturing,UK,9852534
28487,HCLTech,Healthcare,UK,6589349
28488,Infosys,Healthcare,Germany,14202756
28489,Wipro,Healthcare,India,8873686
