Project_ID,Company,Client_ID,Employee_ID,Technology,Budget,Status
34736,Infosys,8982,241406,Python,3849016,In Progress
34737,Wipro,1067,120261,GCP,9154502,On Hold
34738,Infosys,71568,166685,GCP,3049034,Completed
34739,Infosys,83634,32649,Java,6676124,In Progress
34740,TCS,1614,69515,AWS,1826952,In Progress
34741,TCS,42390,96059,AWS,7500688,Completed
34742,TCS,63995,222036,Python,9738733,Completed
34743,HCLTech,64753,233911,Python,2801543,In Progress
34744,Wipro,82465,246967,GCP,3470922,On Hold
34745,Wipro,75297,102113,SAP,8533229,On Hold
34746,TCS,69663,152899,AWS,4791227,On Hold
34747,HCLTech,101223,77941,Python,6087978,In Progress
34748,Infosys,55404,91490,SAP,5000396,Completed
34749,Infosys,111241,184824,Azure,478771,Completed
34750,Infosys,50202,188689,AWS,3270870,Completed
34751,TCS,5505,79125,Python,2103383,Completed
34752,Wipro,6953,16449,Azure,1297087,Completed
34753,HCLTech,74148,144851,Python,895315,In Progress
34754,Wipro,61436,164016,Python,3049802,On Hold
34755,Wipro,35013,177096,AWS,9381241,On Hold
34756,HCLTech,21829,221290,Python,104465,In Progress
34757,HCLTech,50629,82314,SAP,7338762,In Progress
34758,HCLTech,83794,204444,GCP,3532787,In Progress
34759,Wipro,87292,108292,AWS,6385842,On Hold
34760,HCLTech,102587,144990,Azure,3618393,Completed
34761,HCLTech,35965,33648,Azure,2879120,In Progress
34762,TCS,108257,186211,Java,4388635,In Progress
34763,Infosys,91490,5309,AWS,5624915,Completed
34764,HCLTech,27168,156725,Java,3925861,Completed
34765,Wipro,31315,135671,Azure,9382949,In Progress
34766,TCS,26987,209211,SAP,4567890,On Hold
34767,TCS,2437,110406,SAP,3520185,Completed
34768,TCS,113443,4932,SAP,839493,On Hold
34769,Wipro,43297,69033,Java,4833401,Completed
34770,HCLTech,76827,32320,AWS,4111967,In Progress
34771,TCS,82869,200818,SAP,643252,Completed
34772,Wipro,34514,1591,Azure,8269370,Completed
34773,TCS,67755,67273,GCP,1933512,On Hold
34774,TCS,44585,174856,GCP,2151878,Completed
34775,TCS,34872,137028,Java,3194578,Completed
34776,HCLTech,60701,126393,Python,877159,On Hold
34777,Infosys,39552,38823,SAP,585864,Completed
34778,HCLTech,45910,29074,SAP,4633550,On Hold
34779,Wipro,28813,53921,Python,3552593,Completed
34780,TCS,65457,168038,Azure,3830947,On Hold
34781,Wipro,39682,135613,AWS,7344145,On Hold
34782,TCS,113110,127833,Azure,5108428,In Progress
34783,TCS,82003,216517,Java,6751237,In Progress
34784,Wipro,116358,52849,GCP,5927786,Completed
34785,Infosys,24518,181641,SAP,6990556,In Progress
34786,Infosys,117459,214800,AWS,2650808,On Hold
34787,Infosys,47219,21649,AWS,1711170,On Hold
34788,Infosys,31571,49581,Java,66064,In Progress
34789,Wipro,67784,154624,Java,6145285,In Progress
34790,HCLTech,13842,88833,GCP,8939624,In Progress
34791,Wipro,15310,18586,GCP,3692540,In Progress
34792,TCS,45212,113437,Azure,7949047,Completed
34793,Infosys,108628,113640,Azure,7998838,Completed
34794,Wipro,51090,190432,Python,7327322,Completed
34795,HCLTech,74614,5969,Python,4069010,In Progress
34796,TCS,61465,139090,Python,4565714,On Hold
34797,Wipro,111579,27837,SAP,7310941,In Progress
34798,TCS,102621,160217,Python,3449021,Completed
34799,Wipro,59480,113327,GCP,4994668,In Progress
34800,Infosys,64247,185062,GCP,5060895,On Hold
34801,Infosys,96632,169913,Azure,9647631,In Progress
34802,Infosys,84574,203345,Python,9327224,On Hold
34803,Wipro,12298,151320,Azure,736976,On Hold
34804,TCS,37496,92827,Python,7397432,Completed
34805,Wipro,36880,194742,AWS,2292574,Completed
34806,Infosys,13284,157295,AWS,7379050,Completed
34807,TCS,81056,200404,SAP,6293994,Completed
34808,TCS,44650,179188,GCP,5343227,On Hold
34809,HCLTech,42981,107590,Azure,3909963,In Progress
34810,Infosys,54789,25397,Python,8394186,On Hold
34811,Wipro,42121,53683,SAP,385017,Completed
34812,Wipro,89004,134909,Azure,82971,On Hold
34813,Wipro,11544,4914,Java,902892,Completed
34814,Wipro,114748,187610,GCP,1182834,Completed
34815,Infosys,22064,92137,Java,5001885,In Progress
34816,Infosys,51322,235822,GCP,5704689,In Progress
34817,Infosys,107664,12922,Azure,9678873,Completed
34818,Wipro,33148,173799,Azure,901797,On Hold
34819,HCLTech,105586,99572,Azure,5905412,On Hold
34820,Infosys,117395,149072,Azure,757488,Completed
34821,HCLTech,89358,97408,Azure,1117922,Completed
34822,Infosys,86624,210126,Python,745058,On Hold
34823,Infosys,7318,132699,GCP,9376074,Completed
34824,Wipro,87563,68897,Python,3881776,On Hold
34825,Wipro,110647,52283,Azure,8309878,On Hold
34826,HCLTech,45678,118657,Azure,1863887,Completed
34827,Wipro,59514,102820,Python,8679123,In Progress
34828,Infosys,113211,103168,SAP,5182106,Completed
34829,Wipro,66418,64539,AWS,2696728,On Hold
34830,Wipro,68315,231994,GCP,9176784,In Progress
34831,Infosys,7097,69004,SAP,7930512,On Hold
34832,TCS,40941,91872,Azure,56575,In Progress
34833,Infosys,106780,137640,Python,6815713,In Progress
34834,TCS,97057,234196,AWS,9464616,On Hold
34835,HCLTech,975,194005,Java,2859901,Completed
34836,Infosys,119973,220902,SAP,4023807,In Progress
34837,Wipro,101747,195258,Azure,9455391,On Hold
34838,TCS,4975,204851,GCP,1485619,Completed
34839,Wipro,83236,225368,Python,4079584,In Progress
34840,TCS,98771,156355,AWS,3012617,In Progress
34841,Infosys,95006,180621,Java,713181,Completed
34842,HCLTech,62904,218806,Python,7504554,In Progress
34843,Infosys,61490,219340,Azure,3535906,In Progress
34844,HCLTech,88360,191863,Python,2467035,On Hold
34845,Infosys,43621,72019,GCP,6931149,Completed
34846,HCLTech,22531,1123,SAP,9417967,On Hold
34847,Wipro,66483,227445,Azure,4033543,In Progress
34848,HCLTech,47132,47103,Java,2406662,On Hold
34849,TCS,119183,179631,Azure,2129075,On Hold
34850,Infosys,34466,151676,SAP,9574310,On Hold
34851,HCLTech,117773,54869,Python,5703559,On Hold
34852,Wipro,45372,122300,Python,5904386,In Progress
34853,Infosys,81302,232796,Python,1746725,In Progress
34854,TCS,66520,203253,AWS,5332552,Completed
34855,TCS,83752,219807,Python,6616153,Completed
34856,HCLTech,112681,41315,Python,7866522,On Hold
34857,TCS,29093,187514,Java,5306298,In Progress
34858,Wipro,111343,36335,Azure,4551695,In Progress
34859,Wipro,3623,16166,Azure,5434310,In Progress
34860,TCS,80389,194050,Python,2125158,Completed
34861,TCS,28301,23914,AWS,9093355,Completed
34862,TCS,57378,242964,Azure,2640310,Completed
34863,Infosys,27628,238254,Azure,4044834,On Hold
34864,Infosys,36207,34323,Azure,7531306,In Progress
34865,HCLTech,29721,83656,Java,8863283,On Hold
34866,HCLTech,14616,1876,SAP,1419842,In Progress
34867,TCS,96070,166474,Python,2914604,On Hold
34868,TCS,25501,196223,Java,7447119,Completed
34869,TCS,78563,187826,AWS,2742237,On Hold
34870,Wipro,22719,184145,Python,6807459,Completed
34871,TCS,14920,10699,Java,7448753,Completed
34872,Wipro,29885,84759,GCP,9628294,In Progress
34873,HCLTech,9519,215069,Java,1670954,On Hold
34874,Infosys,54515,225859,Azure,3491523,Completed
34875,HCLTech,61002,198636,Azure,5772186,On Hold
34876,Infosys,13369,10373,AWS,4200567,Completed
34877,TCS,105834,131568,GCP,7014754,Completed
34878,Wipro,102962,134058,Java,4496495,Completed
34879,Wipro,110689,8984,AWS,9073830,Completed
34880,Wipro,69756,203274,Java,9013736,On Hold
34881,HCLTech,14912,59960,Python,4301473,Completed
34882,Wipro,20617,159389,Python,1052023,On Hold
34883,Infosys,83338,104068,AWS,6679623,On Hold
34884,Wipro,35364,625,Java,9157797,In Progress
34885,TCS,47689,56907,GCP,2983460,On Hold
34886,TCS,49211,222300,Azure,7033846,Completed
34887,Infosys,41215,178549,Python,2562554,Completed
34888,Wipro,25092,81707,SAP,1960362,Completed
34889,TCS,52194,145457,Python,1790758,Completed
34890,Infosys,103778,80535,SAP,2547957,Completed
34891,HCLTech,117068,117597,AWS,2047861,Completed
34892,TCS,100529,5858,GCP,2895888,In Progress
34893,TCS,33044,115668,Python,4329296,On Hold
34894,TCS,101754,241103,Python,9756322,On Hold
34895,HCLTech,29575,234848,SAP,9565859,Completed
34896,HCLTech,115969,201174,AWS,7351647,Completed
34897,Infosys,65117,238703,SAP,6842580,In Progress
34898,Wipro,95344,137498,GCP,4782695,Completed
34899,Wipro,57540,200191,Azure,6501752,In Progress
34900,HCLTech,9906,48040,Azure,1608369,Completed
34901,Wipro,41454,52848,Python,9301046,Completed
34902,Infosys,48331,129778,AWS,394630,Completed
34903,TCS,29740,102404,AWS,497305,In Progress
34904,Infosys,48271,72415,Java,4872048,On Hold
34905,HCLTech,45158,172397,SAP,9324790,On Hold
34906,HCLTech,79716,183771,SAP,6577551,On Hold
34907,Wipro,100390,199331,SAP,8973583,Completed
34908,Infosys,53552,198461,Python,7894465,In Progress
34909,HCLTech,116106,24352,Azure,6321364,In Progress
34910,HCLTech,30113,6875,AWS,5766382,Completed
34911,TCS,55580,47915,Python,623232,Completed
34912,HCLTech,70846,247383,Java,4859909,Completed
34913,Wipro,370,204822,Python,3736353,Completed
34914,Infosys,117664,91789,AWS,6612226,In Progress
34915,Wipro,10953,179414,SAP,1519941,On Hold
34916,Wipro,2640,191918,GCP,2448004,On Hold
34917,TCS,76799,149945,AWS,6308111,Completed
34918,Wipro,54578,141617,AWS,3223982,Completed
34919,HCLTech,70626,156100,GCP,985397,Completed
34920,Wipro,67019,187922,Azure,4104810,In Progress
34921,TCS,2538,173924,AWS,7935075,In Progress
34922,HCLTech,44940,197479,SAP,2248828,In Progress
34923,Wipro,86969,238154,SAP,7577522,On Hold
34924,TCS,16666,81108,Java,8425885,Completed
34925,HCLTech,115147,202536,SAP,677205,On Hold
34926,TCS,110891,64975,AWS,8185803,Completed
34927,Wipro,47140,233045,AWS,3319611,Completed
34928,TCS,97843,87626,AWS,7727701,On Hold
34929,Infosys,58479,75393,Python,6015277,In Progress
34930,TCS,110013,105419,Python,4393390,In Progress
34931,Infosys,12919,65531,Azure,1029095,On Hold
34932,Wipro,80260,117227,Azure,5048301,In Progress
34933,TCS,9902,121525,Python,883917,On Hold
34934,Wipro,76683,27925,Java,6585847,In Progress
34935,HCLTech,56585,220397,Azure,6778814,On Hold
34936,Infosys,83777,10153,Java,3882113,In Progress
34937,Wipro,103852,67504,Azure,2687448,In Progress
34938,Wipro,29197,218848,AWS,6509439,In Progress
34939,HCLTech,100346,224598,Azure,7806353,In Progress
34940,Wipro,99531,92049,AWS,4689996,In Progress
34941,Wipro,32821,181624,GCP,3533709,In Progress
34942,TCS,7950,16456,Python,2413073,In Progress
34943,Wipro,113657,244077,AWS,9076228,On Hold
34944,TCS,100558,23182,AWS,91611,In Progress
34945,Wipro,105892,147325,SAP,3571437,In Progress
34946,HCLTech,84908,237476,AWS,8589435,Completed
34947,Infosys,108671,157385,Azure,8181989,On Hold
34948,TCS,3808,33109,Azure,8884313,In Progress
34949,Wipro,89370,210203,Azure,5813001,Completed
34950,Wipro,23067,87181,SAP,505715,On Hold
34951,Wipro,85531,9854,Python,8471697,On Hold
34952,Infosys,66419,235660,AWS,6558477,Completed
34953,TCS,82738,243981,SAP,4757377,In Progress
34954,Infosys,18548,177461,AWS,5971323,On Hold
34955,TCS,83638,176815,GCP,9362997,On Hold
34956,Wipro,92932,112430,Azure,7882209,On Hold
34957,TCS,108560,199095,Python,6619980,On Hold
34958,TCS,108454,243146,GCP,5736313,On Hold
34959,TCS,109876,140005,SAP,1679554,On Hold
34960,TCS,74705,234713,Python,1361536,Completed
34961,HCLTech,50173,222874,Java,1260193,In Progress
34962,HCLTech,5187,1753,GCP,9707683,In Progress
34963,HCLTech,28161,52533,Python,2695213,Completed
34964,TCS,38285,188153,AWS,6317691,Completed
34965,HCLTech,27628,152310,AWS,5672180,In Progress
34966,Wipro,4235,53151,Python,4599701,On Hold
34967,Wipro,27534,21716,GCP,1206395,Completed
34968,Wipro,97348,59022,Python,835759,Completed
34969,HCLTech,22939,143948,SAP,5179705,Completed
34970,TCS,82078,61335,GCP,614606,On Hold
34971,HCLTech,74596,216630,SAP,659590,In Progress
34972,TCS,52570,28766,GCP,6112140,Completed
34973,Wipro,51157,234804,Java,368672,In Progress
34974,TCS,93040,4756,AWS,7180646,Completed
34975,Infosys,69432,167737,Azure,6360219,Completed
34976,Wipro,68290,28969,GCP,4367003,In Progress
34977,Wipro,66108,193071,Azure,216956,In Progress
34978,Infosys,49217,67426,SAP,1166253,On Hold
34979,Wipro,58269,92394,Python,7883685,On Hold
34980,TCS,38245,202378,Azure,3788071,Completed
34981,Wipro,118886,234519,Java,2347094,In Progress
34982,TCS,82060,1505,SAP,3036891,On Hold
34983,Infosys,1406,149131,SAP,8462794,Completed
34984,Wipro,80194,95281,AWS,7781995,In Progress
34985,Wipro,56046,113722,GCP,4786265,In Progress
34986,Infosys,43352,36869,GCP,2544683,In Progress
34987,HCLTech,103258,61127,GCP,9567102,Completed
34988,TCS,109032,63363,Azure,788656,Completed
34989,Infosys,101971,30302,AWS,980267,On Hold
34990,TCS,77779,32635,Python,6609355,On Hold
34991,Infosys,64745,100027,GCP,9938923,Completed
34992,TCS,75319,1945,AWS,7008954,In Progress
34993,TCS,102140,8397,Python,9919409,Completed
34994,HCLTech,35818,35257,Java,1058646,In Progress
34995,TCS,39161,217991,Python,2139655,On Hold
34996,Wipro,18232,137505,GCP,6656132,On Hold
34997,TCS,69219,92094,Python,7243790,In Progress
34998,TCS,101977,2637,Python,7137764,Completed
34999,Wipro,64583,223434,AWS,8445091,In Progress
35000,Infosys,107235,121974,SAP,1765880,In Progress
35001,Infosys,74664,173072,SAP,1392083,Completed
35002,HCLTech,5764,113847,GCP,8617476,On Hold
35003,TCS,65686,173075,GCP,9805551,Completed
35004,Wipro,104273,199042,Python,8902750,In Progress
35005,Wipro,67892,32319,SAP,3989945,On Hold
35006,Wipro,49260,69530,GCP,9999299,In Progress
35007,HCLTech,91537,86206,Azure,5653194,Completed
35008,HCLTech,115535,173767,GCP,2688980,In Progress
35009,HCLTech,89347,144007,Azure,4264681,On Hold
35010,TCS,68868,241609,SAP,1026642,Completed
35011,Wipro,72572,1481,AWS,6577888,Completed
35012,Wipro,55648,148528,GCP,7288631,On Hold
35013,Wipro,40641,63569,GCP,8139231,In Progress
35014,HCLTech,112047,181699,AWS,3869372,Completed
35015,TCS,90326,93080,Azure,7083275,On Hold
35016,Wipro,5544,36953,Java,1594236,On Hold
35017,HCLTech,43883,20569,Python,7076737,In Progress
35018,Wipro,69978,24954,Java,9560022,Completed
35019,Wipro,106984,150157,Azure,2506154,On Hold
35020,Wipro,32276,197702,Java,4055707,Completed
35021,HCLTech,21477,142191,GCP,8169145,In Progress
35022,HCLTech,117908,11671,Python,7623692,On Hold
35023,Infosys,98385,158406,SAP,9977146,Completed
35024,Wipro,26873,181574,SAP,9699464,In Progress
35025,HCLTech,79829,92408,AWS,6830332,Completed
35026,Wipro,76372,107749,AWS,6264449,Completed
35027,Wipro,102241,4979,AWS,3846267,In Progress
35028,HCLTech,97544,240420,GCP,5366398,On Hold
35029,Infosys,45179,218132,Python,6961392,On Hold
35030,TCS,115602,154470,Azure,5196445,Completed
35031,TCS,21098,225587,SAP,7586775,Completed
35032,Wipro,88468,85078,SAP,1259085,On Hold
35033,HCLTech,40586,121809,SAP,8265174,Completed
35034,Infosys,61031,239292,AWS,1797931,On Hold
35035,TCS,103471,212388,AWS,4897215,On Hold
35036,Infosys,36533,56924,Java,6328086,On Hold
35037,TCS,118527,158199,AWS,9321288,On Hold
35038,Infosys,111450,144013,GCP,6266093,Completed
35039,Wipro,109175,36461,Java,1306006,Completed
35040,TCS,92984,129641,SAP,9520799,In Progress
35041,Infosys,68254,99308,Azure,5774592,On Hold
35042,TCS,108341,125116,AWS,6919631,In Progress
35043,TCS,80848,5166,AWS,7141411,In Progress
35044,Infosys,96555,159629,Python,6793922,In Progress
35045,HCLTech,40431,144784,Python,6840653,Completed
35046,HCLTech,4119,104398,AWS,1273147,In Progress
35047,Infosys,42907,39710,Java,1003999,In Progress
35048,Wipro,22860,221471,Java,2777960,Completed
35049,Infosys,33620,190530,Python,9806074,In Progress
35050,TCS,63383,80796,AWS,3674093,On Hold
35051,TCS,61990,11978,Python,6861001,In Progress
35052,Infosys,28233,168374,AWS,4673707,On Hold
35053,Infosys,49525,169201,Azure,7162947,On Hold
35054,HCLTech,21872,210901,SAP,7078923,On Hold
35055,TCS,47923,75850,Java,3226496,In Progress
35056,Infosys,67533,163666,Java,6536600,In Progress
35057,HCLTech,116473,164314,GCP,4854234,In Progress
35058,HCLTech,7629,86527,SAP,5665645,Completed
35059,TCS,108820,5468,Python,853124,Completed
35060,Infosys,64784,154250,SAP,2994747,On Hold
35061,HCLTech,67130,224660,SAP,2652336,In Progress
35062,TCS,57073,120977,Python,3837366,On Hold
35063,Wipro,40757,49294,Azure,8048844,On Hold
35064,HCLTech,55983,174962,AWS,3554500,On Hold
35065,Wipro,63735,162280,Python,5038568,Completed
35066,TCS,22416,211861,GCP,480273,In Progress
35067,Wipro,41498,38633,Python,5384044,On Hold
35068,Infosys,23218,59756,SAP,9797389,In Progress
35069,Infosys,85478,60787,SAP,5412249,In Progress
35070,Infosys,4412,233813,Java,8060179,Completed
35071,HCLTech,55940,152014,GCP,7577055,On Hold
35072,Wipro,20384,8718,SAP,3945032,In Progress
35073,Infosys,5698,79018,Python,3254127,Completed
35074,Wipro,56784,14516,Azure,688905,In Progress
35075,Infosys,62959,122159,Python,4895898,On Hold
35076,TCS,59445,80436,Python,5675324,Completed
35077,Infosys,22695,215242,AWS,935626,On Hold
35078,TCS,101081,34651,Java,7326816,In Progress
35079,TCS,44459,31077,GCP,194506,On Hold
35080,Wipro,54668,182179,SAP,8717429,Completed
35081,TCS,23091,185702,Java,2824006,Completed
35082,Infosys,35562,126039,AWS,2460853,In Progress
35083,Wipro,63128,81911,Azure,1834228,On Hold
35084,TCS,79576,200807,GCP,6005999,Completed
35085,HCLTech,73602,95018,Java,6250145,Completed
35086,Infosys,29584,23046,Java,7239904,In Progress
35087,Infosys,102692,111571,SAP,2682224,On Hold
35088,TCS,92403,197771,GCP,6293174,On Hold
35089,TCS,92539,222482,Java,8372170,On Hold
35090,HCLTech,7408,168557,Java,3128239,On Hold
35091,Infosys,47867,57741,GCP,5162592,In Progress
35092,Infosys,109434,224599,Java,916822,On Hold
35093,HCLTech,96598,223976,Python,6159237,Completed
35094,HCLTech,14388,227037,Java,221904,On Hold
35095,HCLTech,48533,108670,Java,2067381,On Hold
35096,TCS,47995,179194,AWS,857790,Completed
35097,TCS,78288,65354,Azure,1984965,On Hold
35098,HCLTech,16374,241205,Python,3867571,On Hold
35099,HCLTech,83848,97812,SAP,9692513,In Progress
35100,HCLTech,18882,2151,GCP,1381169,On Hold
35101,TCS,88066,136597,Azure,4828880,Completed
35102,Wipro,7640,200938,SAP,6792097,Completed
35103,HCLTech,65986,234568,Azure,9328761,Completed
35104,Wipro,73901,192215,Python,3366671,Completed
35105,Infosys,31768,194101,Java,5706213,On Hold
35106,TCS,56310,210093,Java,901323,On Hold
35107,TCS,2428,59274,Python,6046379,In Progress
35108,Infosys,118273,107157,Python,6559383,In Progress
35109,Wipro,62789,134179,Azure,6660043,In Progress
35110,Infosys,115926,113605,AWS,7421152,On Hold
35111,Wipro,105215,222134,Azure,4614561,Completed
35112,HCLTech,34098,89511,AWS,8068844,Completed
35113,Wipro,90538,150434,SAP,8929518,In Progress
35114,TCS,94546,175168,Java,7583200,In Progress
35115,HCLTech,35320,195017,SAP,2452341,On Hold
35116,Infosys,10415,162783,GCP,7025442,Completed
35117,TCS,25857,65421,AWS,3022249,On Hold
35118,TCS,5471,224389,GCP,3988850,On Hold
35119,TCS,56719,192759,Azure,1954804,On Hold
35120,Infosys,605,59393,SAP,3654441,Completed
35121,Infosys,63723,133137,Azure,483824,On Hold
35122,Wipro,64878,168304,SAP,3025962,Completed
35123,Infosys,41678,108565,Azure,7976451,Completed
35124,HCLTech,62155,150663,GCP,9486215,Completed
35125,Infosys,11149,143518,Python,3441209,Completed
35126,Infosys,3416,135975,GCP,8580433,In Progress
35127,Infosys,110200,209202,SAP,1435014,On Hold
35128,Wipro,877,220701,Python,1138665,Completed
35129,Infosys,96132,34567,AWS,4175920,On Hold
35130,HCLTech,87367,123582,Azure,901589,Completed
35131,Wipro,6415,153030,Java,5412645,On Hold
35132,Infosys,98545,231759,AWS,6898142,On Hold
35133,Wipro,114364,145967,SAP,7583630,Completed
35134,Wipro,30370,176101,SAP,6416648,Completed
35135,TCS,86537,140409,GCP,5152724,In Progress
35136,HCLTech,52714,52225,Python,102927,Completed
35137,Infosys,42262,100947,Java,3361738,Completed
35138,Wipro,20807,20677,Azure,6616849,Completed
35139,TCS,21670,91672,AWS,8383762,In Progress
35140,Infosys,49532,20441,Python,8019783,On Hold
35141,Wipro,32702,21158,AWS,6633393,Completed
35142,Wipro,2182,73871,SAP,6833833,Completed
35143,Infosys,72128,21801,SAP,9104713,In Progress
35144,Infosys,21390,59790,AWS,8641594,In Progress
35145,HCLTech,9086,112557,Python,4623854,In Progress
35146,Wipro,109743,170834,SAP,4721104,In Progress
35147,Infosys,118080,189024,SAP,2046752,In Progress
35148,TCS,36226,201203,Azure,8070529,In Progress
35149,HCLTech,41118,244803,Azure,3378324,On Hold
35150,HCLTech,73372,214150,AWS,6379708,On Hold
35151,Infosys,59982,96851,Java,4510187,On Hold
35152,TCS,83841,38692,AWS,1323205,Completed
35153,Infosys,72984,184639,AWS,4282298,In Progress
35154,TCS,79639,154333,Java,2436751,Completed
35155,HCLTech,42207,129719,Python,7037495,In Progress
35156,Wipro,113354,135702,Azure,6482607,Completed
35157,HCLTech,14360,59570,Python,2929111,Completed
35158,HCLTech,16811,100211,Azure,3725257,On Hold
35159,Infosys,2403,149781,Python,746132,In Progress
35160,Wipro,43015,110538,Python,9795758,Completed
35161,HCLTech,82320,170854,AWS,4592617,In Progress
35162,HCLTech,48331,145145,GCP,6443764,On Hold
35163,Wipro,117417,249545,SAP,2340080,On Hold
35164,Infosys,8155,43846,AWS,6771322,On Hold
35165,Wipro,24053,161863,Python,1841997,In Progress
35166,TCS,25107,34454,SAP,8360530,In Progress
35167,Infosys,22717,215916,GCP,9022411,Completed
35168,Infosys,87572,25746,Java,7045238,On Hold
35169,Infosys,31270,61302,GCP,2399905,Completed
35170,Infosys,116704,1817,Java,6725429,Completed
35171,TCS,34312,72593,Azure,2497339,On Hold
35172,HCLTech,34477,212918,Azure,7044470,On Hold
35173,HCLTech,78727,175372,Azure,7973390,In Progress
35174,Wipro,30302,17019,SAP,4536565,Completed
35175,Wipro,114229,53726,Azure,3721961,On Hold
35176,Infosys,40284,9522,AWS,8871548,On Hold
35177,Infosys,115487,96620,GCP,2299697,Completed
35178,Infosys,73616,188091,SAP,9176438,Completed
35179,TCS,104131,98907,AWS,413208,Completed
35180,TCS,37362,83888,AWS,6979585,In Progress
35181,Wipro,113919,211345,Python,3999777,In Progress
35182,HCLTech,34816,69175,GCP,8602348,On Hold
35183,HCLTech,54163,29565,Java,3119687,In Progress
35184,Infosys,21159,16599,GCP,2006963,In Progress
35185,Infosys,17708,242446,SAP,7125776,In Progress
35186,Wipro,94493,86015,AWS,6381306,On Hold
35187,Wipro,49811,223385,GCP,6339436,Completed
35188,HCLTech,58570,81556,GCP,4410953,On Hold
35189,TCS,103207,161869,AWS,6185246,Completed
35190,Wipro,114339,11972,Azure,4440078,In Progress
35191,HCLTech,110614,209658,Azure,995507,In Progress
35192,HCLTech,58485,241656,Python,2327156,Completed
35193,HCLTech,75003,174512,GCP,181790,On Hold
35194,TCS,35526,133872,AWS,921078,In Progress
35195,Infosys,21940,78769,Azure,6695721,On Hold
35196,HCLTech,63071,12974,SAP,2177023,On Hold
35197,Wipro,32315,103874,Java,6473835,On Hold
35198,HCLTech,27390,25653,AWS,95619,In Progress
35199,Infosys,67379,187432,Azure,7590093,Completed
35200,Infosys,62905,41694,AWS,4005609,In Progress
35201,Wipro,39807,171287,GCP,4151903,In Progress
35202,Wipro,47462,226952,GCP,9986689,Completed
35203,TCS,46747,224075,GCP,8394609,Completed
35204,Wipro,13217,193986,GCP,5141772,In Progress
35205,Wipro,82547,225043,AWS,222039,On Hold
35206,Infosys,81265,218787,GCP,648391,In Progress
35207,TCS,61096,86053,SAP,1502861,On Hold
35208,HCLTech,94751,63684,AWS,7797230,Completed
35209,Wipro,92882,144296,Java,2319430,In Progress
35210,Infosys,104651,148353,AWS,150843,On Hold
35211,HCLTech,34756,97276,AWS,7809225,On Hold
35212,Wipro,5770,1314,Java,5613181,On Hold
35213,TCS,30671,65334,SAP,9107598,On Hold
35214,Wipro,47954,172893,SAP,2481578,In Progress
35215,Wipro,92257,155008,Azure,6568949,In Progress
35216,HCLTech,89333,215402,GCP,9828510,On Hold
35217,Infosys,34787,221784,AWS,1913896,On Hold
35218,HCLTech,42042,52856,Azure,979192,Completed
35219,HCLTech,117194,33120,Java,377792,Completed
35220,HCLTech,35916,82091,Azure,7817864,On Hold
35221,TCS,112682,142752,Java,1943359,Completed
35222,Wipro,13046,146987,GCP,9659367,Completed
35223,HCLTech,114297,8198,Java,529775,In Progress
35224,HCLTech,62077,62896,AWS,1768868,Completed
35225,Wipro,681,188017,Java,5032288,Completed
35226,TCS,82915,205708,Java,6131067,Completed
35227,Wipro,85877,199406,GCP,6029921,On Hold
35228,Wipro,2298,152834,Azure,8360012,On Hold
35229,Wipro,115755,169607,AWS,5119832,On Hold
35230,Infosys,115614,213316,Java,9139540,On Hold
35231,Infosys,25165,203683,Azure,4817874,In Progress
35232,Infosys,85492,31187,GCP,6518819,Completed
35233,HCLTech,87910,85665,Azure,6167275,On Hold
35234,Wipro,47247,223626,AWS,9806512,In Progress
35235,TCS,111561,116880,GCP,4245856,On Hold
35236,Infosys,82769,192499,Python,6851978,On Hold
35237,Infosys,73985,226085,GCP,6296949,In Progress
35238,HCLTech,108881,49151,SAP,9440752,On Hold
35239,TCS,57112,141840,SAP,3977446,In Progress
35240,Infosys,12036,127378,Java,1313414,On Hold
35241,Infosys,39632,85054,Azure,5337674,In Progress
35242,TCS,17404,24687,AWS,1158887,In Progress
35243,Infosys,95601,179734,AWS,4639860,Completed
35244,TCS,87459,99876,Java,8133798,Completed
35245,HCLTech,78529,131079,Java,2513130,On Hold
35246,TCS,27146,84174,AWS,6239154,On Hold
35247,Infosys,59237,91837,Azure,9863706,In Progress
35248,TCS,37620,199001,GCP,8516069,In Progress
35249,TCS,84582,15328,Java,4399029,On Hold
35250,TCS,58452,69112,GCP,7316965,On Hold
35251,HCLTech,24723,45879,SAP,8453046,On Hold
35252,Wipro,54081,102149,Python,4931566,Completed
35253,Infosys,16289,217127,Python,3732335,In Progress
35254,HCLTech,7637,75603,GCP,6179187,In Progress
35255,Wipro,49088,192697,AWS,5819335,In Progress
35256,Infosys,28302,81759,Python,6865262,On Hold
35257,Wipro,110741,158378,Java,4427249,On Hold
35258,HCLTech,113398,140881,Java,387923,In Progress
35259,HCLTech,99929,176657,SAP,9975414,In Progress
35260,Wipro,33867,164022,GCP,7234549,Completed
35261,HCLTech,115449,201040,Azure,4244231,In Progress
35262,HCLTech,84361,179621,GCP,9510934,Completed
35263,TCS,2689,59197,Python,9008505,On Hold
35264,Wipro,96154,114614,SAP,9032355,Completed
35265,Infosys,2752,38129,GCP,8998273,On Hold
35266,Infosys,18141,127582,AWS,8551486,On Hold
35267,Wipro,80049,232141,Azure,2798700,Completed
35268,TCS,89238,18458,Azure,6150236,In Progress
