Technology_ID,Company,Technology,Project_ID,Popularity
17110,TCS,SAP,165731,62.58
17111,TCS,Java,171018,56.11
17112,HCLTech,SAP,85350,72.55
17113,Infosys,Python,171042,91.8
17114,TCS,SAP,39850,68.37
17115,Infosys,GCP,134568,50.88
17116,TCS,SAP,130171,95.68
17117,Wipro,AWS,89418,71.82
17118,Wipro,Java,55948,60.5
17119,Wipro,AWS,96041,93.0
17120,Infosys,SAP,104266,98.66
17121,TCS,AWS,98256,85.82
17122,Wipro,AWS,65268,99.98
17123,Infosys,Java,167568,50.89
17124,HCLTech,Python,52825,75.91
17125,Wipro,Java,137538,84.15
17126,TCS,AWS,148379,90.56
17127,HCLTech,AWS,171718,70.17
17128,Infosys,Java,131131,93.62
17129,TCS,AWS,84780,82.82
17130,Wipro,Azure,69769,66.17
17131,Infosys,Python,62892,89.58
17132,Infosys,GCP,178517,72.24
17133,TCS,SAP,165574,63.65
17134,Infosys,Java,133561,83.58
17135,TCS,Azure,89946,56.83
17136,Infosys,Python,59032,93.24
17137,Infosys,SAP,75594,72.7
17138,Infosys,AWS,129796,81.67
17139,Infosys,GCP,135953,81.95
17140,TCS,GCP,114707,94.46
17141,Infosys,Java,136371,81.3
17142,Wipro,Azure,174786,54.25
17143,Wipro,GCP,68446,72.28
17144,TCS,GCP,2891,52.39
17145,HCLTech,GCP,60199,83.95
17146,HCLTech,Azure,87865,54.38
17147,Infosys,SAP,141666,77.14
17148,TCS,GCP,26885,87.96
17149,Wipro,GCP,74080,81.78
17150,HCLTech,Azure,36092,85.67
17151,Wipro,GCP,105512,79.02
17152,HCLTech,AWS,82450,77.39
17153,TCS,GCP,86814,86.89
17154,HCLTech,Python,50342,68.52
17155,Wipro,Python,152245,63.83
17156,TCS,GCP,129584,64.08
17157,Wipro,AWS,36194,64.54
17158,TCS,SAP,168385,76.88
17159,Wipro,Azure,91816,66.86
17160,TCS,Python,2051,95.48
17161,TCS,Java,86345,71.34
17162,Wipro,Java,32888,57.23
17163,Wipro,SAP,92109,60.06
17164,TCS,GCP,147066,93.3
17165,Infosys,Azure,45571,94.16
17166,Infosys,AWS,98203,66.22
17167,Infosys,Azure,48843,98.25
17168,Wipro,SAP,65662,60.93
17169,Wipro,GCP,122142,55.12
17170,Infosys,Python,18798,83.18
17171,TCS,GCP,50333,62.51
17172,TCS,Azure,53908,65.11
17173,HCLTech,Python,12972,91.1
17174,Infosys,GCP,105719,68.12
17175,Infosys,Python,151830,53.27
17176,HCLTech,Python,45306,88.27
17177,Infosys,Azure,116829,61.39
17178,TCS,AWS,150840,59.54
17179,Infosys,Python,101020,90.08
17180,TCS,AWS,150978,53.58
17181,Infosys,Python,139099,74.86
17182,TCS,SAP,113242,70.17
17183,HCLTech,Azure,111946,53.91
17184,TCS,Azure,178625,54.04
17185,TCS,SAP,148235,72.5
17186,TCS,Python,35002,63.3
17187,TCS,Java,117890,58.84
17188,Infosys,Azure,28723,87.25
17189,HCLTech,AWS,67519,76.15
17190,Infosys,SAP,30118,51.94
17191,Wipro,Java,3438,76.06
17192,Wipro,GCP,49557,99.43
17193,Infosys,SAP,80692,53.28
17194,HCLTech,AWS,47038,64.08
17195,TCS,AWS,111123,59.29
17196,TCS,GCP,145051,63.13
17197,Infosys,Java,69225,78.73
17198,Wipro,AWS,112122,73.21
17199,Wipro,Java,126246,68.06
17200,Infosys,Java,83431,51.15
17201,Wipro,GCP,16536,69.71
17202,TCS,Azure,94057,51.81
17203,Infosys,Azure,29953,63.15
17204,Infosys,SAP,17629,73.44
17205,Wipro,GCP,73226,52.13
17206,HCLTech,Azure,65359,87.6
17207,TCS,Azure,31529,67.56
17208,TCS,AWS,171158,97.91
17209,Infosys,Azure,13545,96.83
17210,Infosys,SAP,152634,62.73
17211,HCLTech,SAP,100206,63.66
17212,HCLTech,SAP,109961,93.27
17213,Wipro,AWS,8560,54.97
17214,Infosys,SAP,165094,53.81
17215,Infosys,Python,87307,98.27
17216,Infosys,AWS,91004,63.14
17217,HCLTech,Python,19429,50.34
17218,TCS,Python,144496,54.6
17219,Wipro,Azure,120241,60.07
17220,Wipro,AWS,14453,96.02
17221,Wipro,Azure,99564,51.33
17222,HCLTech,GCP,124986,67.03
17223,HCLTech,Java,175222,77.77
17224,TCS,Java,164789,61.87
17225,TCS,Java,149237,94.85
17226,Infosys,GCP,81329,63.66
17227,Infosys,Python,25570,95.45
17228,HCLTech,AWS,71948,79.75
17229,Wipro,Azure,179365,70.76
17230,TCS,Java,19260,65.38
17231,HCLTech,Java,12498,56.4
17232,Infosys,Java,13429,86.59
17233,Wipro,Azure,105450,66.8
17234,TCS,AWS,27961,75.66
17235,HCLTech,AWS,156167,62.53
17236,TCS,Python,111233,62.09
17237,Infosys,SAP,113434,87.87
17238,HCLTech,AWS,41875,91.97
17239,HCLTech,Java,177216,78.42
17240,Wipro,AWS,81219,68.26
17241,Wipro,GCP,94634,72.83
17242,TCS,GCP,78966,55.84
17243,Infosys,Azure,95677,94.07
17244,HCLTech,Azure,153751,50.64
17245,Infosys,Python,36385,76.29
17246,Wipro,Azure,57734,78.24
17247,Infosys,Java,44542,70.97
17248,Infosys,AWS,18862,77.68
17249,HCLTech,Java,65625,59.62
17250,Infosys,Java,28176,59.95
17251,TCS,AWS,153018,98.06
17252,TCS,Python,110102,91.0
17253,TCS,GCP,125398,95.57
17254,TCS,Azure,137325,78.42
17255,Infosys,GCP,130018,65.74
17256,HCLTech,Python,112967,70.66
17257,Infosys,Azure,116961,51.03
17258,HCLTech,Java,43872,66.45
17259,Infosys,SAP,140097,78.77
17260,Infosys,AWS,32677,64.57
17261,HCLTech,Python,58457,73.49
17262,HCLTech,Python,146553,94.15
17263,Wipro,Java,123584,99.59
17264,Wipro,Azure,160404,59.44
17265,TCS,SAP,55343,59.48
17266,Infosys,AWS,123433,84.78
17267,HCLTech,Python,33345,76.76
17268,HCLTech,Python,50631,71.08
17269,HCLTech,Python,142202,51.06
17270,TCS,SAP,112323,70.71
17271,TCS,Azure,89367,71.79
17272,Infosys,Python,175280,72.16
17273,TCS,Java,133946,64.35
17274,Infosys,Python,27266,89.57
17275,HCLTech,SAP,105023,71.06
17276,Infosys,GCP,140010,69.07
17277,Wipro,Java,46268,85.49
17278,Wipro,Python,278,80.91
17279,Infosys,AWS,76331,99.88
17280,Wipro,Python,33806,53.88
17281,Infosys,Python,81857,70.29
17282,HCLTech,Python,9182,57.76
17283,TCS,GCP,121674,58.08
17284,Wipro,Azure,8654,91.9
17285,Infosys,Python,132988,67.07
17286,Infosys,GCP,143994,73.52
17287,TCS,SAP,25289,63.44
17288,Wipro,Azure,73920,56.07
17289,Infosys,SAP,99845,76.25
17290,Infosys,Azure,54082,51.34
17291,Infosys,Java,103721,86.4
17292,Wipro,Azure,122252,72.8
17293,Infosys,Java,46498,78.13
17294,Wipro,Python,61415,59.46
17295,Wipro,Python,119899,65.39
17296,Wipro,Python,142625,52.47
17297,HCLTech,Python,21592,87.81
17298,Infosys,GCP,5614,90.73
17299,TCS,SAP,169418,95.26
17300,HCLTech,SAP,111836,81.47
17301,TCS,SAP,105686,81.68
17302,Infosys,GCP,66385,65.62
17303,Infosys,Java,28524,66.17
17304,Wipro,Java,16904,69.19
17305,TCS,Python,103021,75.37
17306,TCS,AWS,136903,87.27
17307,TCS,SAP,140686,97.4
17308,TCS,AWS,169431,67.94
17309,TCS,SAP,10701,73.15
17310,TCS,Python,132205,89.43
17311,Wipro,Azure,72711,57.31
17312,HCLTech,GCP,130727,63.89
17313,Wipro,SAP,70930,81.61
17314,Wipro,GCP,87606,88.42
17315,Wipro,GCP,81532,70.6
17316,Infosys,GCP,174679,98.31
17317,TCS,Java,54353,81.69
17318,Wipro,GCP,84999,95.19
17319,Wipro,AWS,59990,62.83
17320,Wipro,AWS,18472,74.33
17321,Infosys,AWS,144807,68.27
17322,HCLTech,GCP,7804,74.7
17323,TCS,Azure,81287,96.39
17324,TCS,AWS,80808,92.78
17325,Wipro,SAP,116785,91.13
17326,Wipro,SAP,170699,56.67
17327,Infosys,Azure,73884,69.98
17328,TCS,Python,68984,68.27
17329,Wipro,Java,103321,99.44
17330,Infosys,GCP,133813,61.42
17331,TCS,Java,151054,55.52
17332,Wipro,Azure,84871,65.41
17333,Infosys,SAP,129584,77.56
17334,TCS,Azure,157734,73.6
17335,TCS,Java,8794,83.41
17336,HCLTech,GCP,145529,73.74
17337,HCLTech,Azure,162271,82.15
17338,TCS,Azure,2245,53.2
17339,Infosys,SAP,32134,65.64
17340,TCS,SAP,47822,63.02
17341,HCLTech,Java,165080,71.32
17342,HCLTech,Azure,106990,60.85
17343,TCS,AWS,118284,96.61
17344,HCLTech,SAP,152446,65.51
17345,TCS,Java,113827,60.16
17346,HCLTech,GCP,78334,54.17
17347,Infosys,Java,105280,56.67
17348,Infosys,GCP,62671,50.21
17349,TCS,GCP,172485,51.72
17350,Wipro,Azure,55408,64.69
17351,Wipro,SAP,114526,69.18
17352,Wipro,Azure,86398,69.7
17353,Wipro,Python,133279,82.27
17354,TCS,SAP,67630,58.32
17355,TCS,GCP,117874,54.49
17356,HCLTech,Python,45392,94.98
17357,Infosys,GCP,178133,55.83
17358,Infosys,GCP,169340,53.1
17359,Wipro,Python,144907,98.67
17360,HCLTech,Java,15892,52.01
17361,TCS,Python,155049,99.24
17362,HCLTech,SAP,44327,84.34
17363,TCS,SAP,89134,65.54
17364,HCLTech,GCP,11309,98.67
17365,Wipro,Python,107694,58.31
17366,HCLTech,Java,67257,91.4
17367,HCLTech,AWS,54199,97.34
17368,Wipro,AWS,164355,61.78
17369,Infosys,Azure,91115,78.96
17370,HCLTech,SAP,132035,58.2
17371,Infosys,SAP,67991,63.0
17372,Infosys,Python,123577,79.91
17373,Infosys,Azure,23989,59.49
17374,HCLTech,Azure,31133,94.44
17375,Infosys,AWS,91399,81.34
17376,TCS,GCP,173310,83.39
17377,Wipro,GCP,69290,62.65
17378,HCLTech,Java,158107,75.67
17379,TCS,AWS,106003,85.06
17380,TCS,Azure,66531,71.61
17381,HCLTech,SAP,155134,67.84
17382,Wipro,Java,127168,79.47
17383,Wipro,Python,97931,54.18
17384,TCS,AWS,83000,70.16
17385,HCLTech,Python,32609,96.66
17386,TCS,Java,43271,78.07
17387,Infosys,Azure,94135,57.84
17388,Infosys,GCP,129188,86.15
17389,HCLTech,AWS,172406,80.98
17390,TCS,Java,96864,89.88
17391,Infosys,AWS,66541,73.03
17392,HCLTech,AWS,147920,95.29
17393,TCS,SAP,75936,77.05
17394,Wipro,AWS,157433,74.35
17395,TCS,SAP,175816,78.91
17396,HCLTech,Java,173036,52.79
17397,Wipro,GCP,92749,71.86
17398,Wipro,Azure,136770,94.1
17399,TCS,AWS,120981,94.76
17400,Infosys,Python,137760,89.1
17401,TCS,Azure,169790,82.18
17402,TCS,Python,142037,95.91
17403,Wipro,GCP,70457,83.7
17404,Infosys,SAP,167702,69.42
17405,Infosys,Java,63856,65.58
17406,Infosys,Python,29478,86.05
17407,HCLTech,SAP,4610,99.13
17408,Infosys,AWS,145443,95.29
17409,Wipro,Azure,6548,51.34
17410,Infosys,SAP,60683,88.1
17411,HCLTech,Python,87178,62.92
17412,Infosys,Python,132406,90.02
17413,Infosys,SAP,113393,59.97
17414,HCLTech,Java,62650,51.14
17415,TCS,Java,19198,80.73
17416,Wipro,SAP,169831,50.41
17417,Infosys,Java,119948,78.52
17418,HCLTech,Python,506,91.75
17419,TCS,Python,169098,99.18
17420,Infosys,GCP,144030,87.72
17421,Wipro,Python,83929,71.44
17422,Infosys,Azure,96205,79.91
17423,HCLTech,Java,34723,62.17
17424,HCLTech,AWS,142098,81.26
17425,Infosys,Azure,27559,52.22
17426,Wipro,Azure,168148,53.17
17427,Wipro,Azure,45379,84.33
17428,HCLTech,GCP,112043,84.78
17429,Wipro,Python,19208,75.28
17430,TCS,Java,82303,69.79
17431,Infosys,Azure,14197,64.27
17432,TCS,Java,73535,59.09
17433,HCLTech,SAP,32319,96.89
17434,TCS,Java,154853,54.18
17435,TCS,Java,137128,55.45
17436,Infosys,Java,133858,68.1
17437,Infosys,GCP,92625,55.38
17438,Infosys,GCP,119469,85.04
17439,HCLTech,Azure,67706,52.41
17440,Infosys,AWS,131052,82.63
17441,Wipro,GCP,20286,63.27
17442,Wipro,GCP,173618,80.78
17443,HCLTech,Azure,21624,57.1
17444,TCS,SAP,66010,87.48
17445,Infosys,Azure,29248,97.97
17446,TCS,Java,45202,86.91
17447,Infosys,GCP,102475,70.86
17448,Infosys,AWS,31370,77.28
17449,TCS,SAP,36647,60.69
17450,Infosys,Java,145590,87.18
17451,Wipro,SAP,11909,92.12
17452,Infosys,Python,100942,82.6
17453,HCLTech,Java,125735,64.02
17454,TCS,Java,76305,85.16
17455,Wipro,SAP,179461,92.23
17456,HCLTech,Java,130440,85.98
17457,Infosys,Azure,108242,78.81
17458,HCLTech,SAP,128018,81.35
17459,TCS,SAP,86026,77.76
17460,HCLTech,Python,82600,68.63
17461,Infosys,SAP,137544,72.0
17462,Wipro,Azure,170594,88.97
17463,Infosys,Azure,77659,69.18
17464,Infosys,AWS,157772,80.58
17465,TCS,Azure,95037,95.95
17466,Infosys,AWS,8056,84.48
17467,Infosys,Azure,179657,92.6
17468,Infosys,Java,170366,87.72
17469,Infosys,Python,103775,88.8
17470,Infosys,GCP,71837,66.21
17471,Infosys,AWS,91905,90.16
17472,TCS,Azure,104571,94.63
17473,TCS,GCP,167001,69.76
17474,HCLTech,Python,96242,56.93
17475,Wipro,GCP,137229,61.87
17476,HCLTech,Python,123519,71.48
17477,HCLTech,SAP,2602,54.56
17478,Wipro,Azure,31586,54.61
17479,TCS,AWS,145533,77.24
17480,Infosys,Java,85643,96.65
17481,HCLTech,SAP,16494,90.66
17482,Infosys,AWS,120720,92.61
17483,Wipro,Azure,72158,90.61
17484,HCLTech,Azure,102078,72.23
17485,HCLTech,SAP,44883,58.99
17486,Wipro,Python,89625,66.75
17487,HCLTech,Python,152702,73.11
17488,Infosys,AWS,3368,70.36
17489,HCLTech,Java,60441,56.6
17490,TCS,Azure,111155,93.77
17491,Wipro,Azure,2787,93.65
17492,TCS,Python,168544,71.06
17493,Infosys,GCP,171433,57.97
17494,HCLTech,GCP,125729,75.82
17495,Wipro,Java,97777,70.95
17496,HCLTech,GCP,50736,89.86
17497,HCLTech,GCP,24859,73.27
17498,TCS,Java,177452,92.64
17499,HCLTech,Java,176165,56.37
17500,HCLTech,Python,165021,95.95
17501,TCS,SAP,110907,88.36
17502,Wipro,Azure,152023,60.61
17503,HCLTech,Python,108065,71.3
17504,Infosys,SAP,43093,90.88
17505,HCLTech,AWS,85867,96.34
17506,TCS,Azure,56237,92.97
17507,TCS,GCP,4306,73.07
17508,HCLTech,AWS,55452,89.13
17509,Infosys,Python,134443,82.16
17510,Infosys,AWS,35775,84.53
17511,TCS,Azure,86919,86.66
17512,TCS,GCP,36176,86.71
17513,Infosys,SAP,105203,90.47
17514,Infosys,Java,2999,97.08
17515,HCLTech,AWS,85532,51.91
17516,TCS,AWS,66891,99.37
17517,Wipro,Java,95967,81.48
17518,HCLTech,Azure,16544,50.18
17519,Wipro,Java,121234,66.32
17520,HCLTech,Azure,60654,94.22
17521,TCS,AWS,116601,62.04
17522,TCS,Azure,30828,67.32
17523,Infosys,Java,112910,80.54
17524,HCLTech,SAP,136426,88.71
17525,Wipro,Azure,80647,60.83
17526,TCS,Azure,136168,88.46
17527,TCS,Java,136552,83.79
17528,Infosys,AWS,178424,61.61
17529,TCS,AWS,41017,97.02
17530,Infosys,Java,93167,57.96
17531,Wipro,GCP,144573,92.23
17532,HCLTech,SAP,29089,69.57
17533,Infosys,Python,37708,65.09
17534,Wipro,Python,50490,76.4
17535,Wipro,Java,30327,65.8
17536,HCLTech,Java,20336,92.16
17537,HCLTech,GCP,61690,69.34
17538,Infosys,Azure,52565,87.2
17539,Wipro,GCP,89495,59.74
17540,TCS,Java,50635,61.09
17541,HCLTech,GCP,48582,87.34
17542,HCLTech,GCP,172481,59.39
17543,HCLTech,Python,542,52.71
17544,TCS,Java,68620,81.91
17545,TCS,AWS,97256,83.71
17546,Wipro,Azure,155325,90.93
17547,TCS,Azure,13663,81.26
17548,HCLTech,GCP,58802,68.3
17549,Infosys,Azure,15417,84.38
17550,Infosys,Azure,104696,68.01
17551,HCLTech,Python,121396,67.14
17552,HCLTech,Python,133597,56.44
17553,Wipro,Python,159815,94.08
17554,Wipro,Java,127525,87.15
17555,HCLTech,AWS,145143,80.63
17556,Wipro,Azure,40930,67.06
17557,TCS,GCP,157503,59.77
17558,HCLTech,Azure,138808,87.99
17559,TCS,GCP,129209,70.63
17560,TCS,Python,17901,76.93
17561,HCLTech,SAP,156585,84.9
17562,TCS,Azure,100828,78.72
17563,Infosys,Java,43740,62.05
17564,Infosys,SAP,171577,73.28
17565,HCLTech,Python,88864,52.03
17566,HCLTech,AWS,75581,93.9
17567,Infosys,SAP,49255,93.4
17568,Wipro,GCP,4208,75.0
17569,Wipro,SAP,168624,88.0
17570,Wipro,Python,171203,68.24
17571,Infosys,Java,161628,62.77
17572,Wipro,GCP,29220,86.95
17573,Wipro,Java,151983,81.93
17574,TCS,Python,41498,59.18
17575,Infosys,Azure,132989,70.93
17576,Wipro,Java,2737,82.42
17577,Wipro,Python,23786,89.79
17578,Infosys,Python,111904,82.84
17579,HCLTech,AWS,20700,60.03
17580,Infosys,Azure,167713,93.85
17581,Wipro,AWS,102247,97.89
17582,Wipro,Java,63123,80.04
17583,HCLTech,Python,88423,66.27
17584,TCS,Python,118745,70.5
17585,TCS,SAP,56915,92.09
17586,TCS,Java,134654,67.97
17587,Infosys,AWS,84442,95.79
17588,Infosys,GCP,71289,88.31
17589,HCLTech,Azure,148203,69.85
17590,HCLTech,AWS,97360,91.77
17591,HCLTech,Azure,33322,82.79
17592,Infosys,GCP,68597,78.02
17593,TCS,AWS,49188,74.33
17594,HCLTech,Azure,165490,96.0
17595,Wipro,AWS,135990,73.94
17596,HCLTech,GCP,36070,79.6
17597,Infosys,Python,141230,73.49
17598,HCLTech,Azure,76421,78.34
17599,TCS,GCP,66379,94.13
17600,HCLTech,Azure,16086,86.48
17601,Wipro,AWS,149495,72.06
17602,Infosys,SAP,23443,72.71
17603,HCLTech,Azure,91732,59.05
17604,Wipro,Java,125267,70.46
17605,Wipro,SAP,156202,76.97
17606,HCLTech,AWS,161422,75.54
17607,HCLTech,Java,179570,65.93
17608,Infosys,AWS,28678,61.88
17609,HCLTech,AWS,48768,53.66
17610,HCLTech,Azure,97449,61.94
17611,Infosys,AWS,3779,70.29
17612,Infosys,Python,138836,64.51
17613,Infosys,GCP,138287,73.73
17614,Wipro,GCP,172899,77.76
17615,Wipro,Java,162030,76.57
17616,Infosys,Python,11166,92.42
17617,Infosys,Java,172062,87.87
17618,Infosys,AWS,133386,87.66
17619,Wipro,GCP,85761,80.78
17620,Infosys,GCP,138082,75.07
17621,TCS,GCP,4169,51.91
17622,HCLTech,AWS,96762,60.01
17623,HCLTech,AWS,77536,83.72
17624,Wipro,AWS,132564,90.1
17625,HCLTech,Python,144636,95.37
17626,Infosys,Azure,11712,71.87
17627,HCLTech,AWS,146320,68.38
17628,Infosys,GCP,164340,85.47
17629,TCS,Java,44249,66.63
17630,Wipro,Azure,133520,96.45
17631,HCLTech,Azure,150756,90.74
17632,HCLTech,AWS,87469,94.65
17633,HCLTech,SAP,154845,62.83
17634,Wipro,Azure,96436,99.53
17635,TCS,AWS,5782,58.84
17636,Infosys,Python,4234,74.32
17637,Wipro,GCP,51542,76.84
17638,Infosys,SAP,179267,77.33
17639,Infosys,SAP,33973,55.1
17640,Infosys,GCP,25871,91.77
17641,HCLTech,Java,33545,70.88
17642,HCLTech,Python,114425,67.03
17643,Wipro,SAP,46959,95.85
17644,HCLTech,AWS,29666,77.92
17645,TCS,GCP,159110,87.99
17646,HCLTech,GCP,12346,91.88
17647,Wipro,SAP,133180,87.49
17648,Infosys,SAP,158513,67.69
17649,HCLTech,AWS,171765,98.02
17650,TCS,GCP,114250,62.05
17651,TCS,Azure,61781,78.89
17652,HCLTech,Python,68375,87.39
17653,HCLTech,Java,113697,77.01
17654,TCS,Java,107227,95.54
17655,Wipro,Azure,96579,91.38
17656,Wipro,AWS,171409,58.43
17657,TCS,AWS,156932,85.89
17658,TCS,Azure,169986,87.14
17659,Infosys,Java,158729,55.91
17660,Wipro,SAP,131639,69.16
17661,HCLTech,Python,58094,63.86
17662,HCLTech,SAP,98233,78.3
17663,HCLTech,GCP,2924,78.12
17664,TCS,GCP,28589,99.74
17665,HCLTech,AWS,130987,64.12
17666,HCLTech,Azure,69318,89.86
17667,TCS,Azure,6710,96.03
17668,TCS,SAP,72964,55.94
17669,HCLTech,Java,101387,54.14
17670,Wipro,Azure,80204,75.66
17671,Wipro,GCP,28778,59.46
17672,Infosys,Azure,160641,70.47
17673,HCLTech,Java,122439,65.32
17674,TCS,GCP,117353,79.84
17675,HCLTech,Azure,131,93.58
17676,HCLTech,Azure,166720,72.91
17677,Wipro,Python,50896,90.19
17678,Wipro,GCP,86186,85.19
17679,TCS,Java,124182,56.01
17680,HCLTech,SAP,100836,98.71
17681,Wipro,SAP,44149,79.77
17682,TCS,Python,80794,83.56
17683,HCLTech,Python,12138,52.35
17684,TCS,Java,159164,60.63
17685,HCLTech,Azure,109141,62.51
17686,TCS,Java,55503,58.27
17687,Infosys,Java,179158,62.04
17688,Infosys,AWS,168057,50.65
17689,HCLTech,AWS,136988,51.19
17690,Infosys,Java,145880,91.46
17691,Infosys,Azure,8568,61.59
17692,Infosys,GCP,158692,76.46
17693,HCLTech,AWS,136323,87.83
17694,HCLTech,AWS,46286,97.97
17695,Wipro,Java,80275,85.75
17696,Infosys,Python,915,95.59
17697,TCS,Java,158887,53.9
17698,HCLTech,SAP,151832,74.63
17699,Wipro,SAP,124379,76.78
17700,Infosys,GCP,119304,59.22
17701,Infosys,SAP,73226,92.25
17702,Infosys,AWS,72972,56.28
17703,TCS,SAP,172405,73.56
17704,Infosys,Python,68999,98.11
17705,Wipro,Python,39474,82.6
17706,Wipro,SAP,57529,85.56
17707,HCLTech,Azure,171603,51.25
17708,HCLTech,GCP,119895,80.03
17709,HCLTech,Azure,135588,75.4
17710,TCS,Python,94916,94.85
17711,TCS,Java,27196,75.32
17712,HCLTech,GCP,149776,50.74
17713,HCLTech,Java,4360,97.26
17714,HCLTech,GCP,149802,75.03
17715,Infosys,Azure,84803,90.71
17716,HCLTech,Python,29977,53.62
17717,Infosys,GCP,121733,81.67
17718,HCLTech,AWS,57415,55.28
17719,Wipro,AWS,50395,91.9
17720,TCS,AWS,137299,61.67
17721,HCLTech,SAP,116710,68.38
17722,Wipro,GCP,110669,68.78
17723,Infosys,Azure,150131,77.89
17724,TCS,GCP,61033,51.73
17725,Wipro,Java,56360,61.06
17726,Wipro,GCP,147833,81.56
17727,HCLTech,AWS,163271,93.41
17728,Wipro,Java,30105,55.8
17729,TCS,Java,173611,86.91
17730,Infosys,AWS,10369,74.17
17731,HCLTech,GCP,138012,98.43
17732,Infosys,Python,145626,50.39
17733,Infosys,Python,101857,98.08
17734,TCS,AWS,1364,61.23
17735,Infosys,Python,123157,81.78
17736,HCLTech,Azure,19951,72.43
17737,HCLTech,Python,122086,70.87
17738,TCS,Azure,138494,66.03
17739,TCS,Azure,163370,96.14
17740,Wipro,GCP,77690,53.98
17741,Infosys,AWS,107310,61.69
17742,HCLTech,Java,147964,66.85
17743,HCLTech,Java,134915,67.4
17744,Infosys,GCP,84002,72.59
17745,HCLTech,GCP,36759,60.02
17746,Infosys,SAP,123625,92.74
17747,TCS,GCP,169167,71.57
17748,TCS,GCP,84526,85.43
17749,HCLTech,Python,109689,80.79
17750,TCS,AWS,151851,52.92
17751,Wipro,Java,39794,97.14
17752,Infosys,Java,2296,97.25
17753,HCLTech,Java,58706,87.43
17754,Wipro,Java,170473,67.13
17755,Wipro,Azure,137336,72.13
17756,HCLTech,Azure,45911,54.51
17757,Infosys,GCP,93944,68.46
17758,TCS,Azure,166385,54.36
17759,Infosys,Azure,14000,69.07
17760,HCLTech,Java,143357,53.18
17761,HCLTech,Python,172959,77.83
17762,Infosys,Java,48805,66.26
17763,HCLTech,Azure,27807,71.69
17764,HCLTech,GCP,108706,97.86
17765,HCLTech,AWS,103480,86.47
17766,TCS,SAP,170286,79.56
17767,HCLTech,GCP,179393,53.57
17768,Infosys,SAP,34955,59.43
17769,Wipro,Python,8025,66.07
17770,HCLTech,GCP,135608,84.12
17771,TCS,SAP,24808,90.26
17772,Infosys,Azure,3360,55.73
17773,HCLTech,Python,45128,88.69
17774,Infosys,SAP,173245,89.77
17775,Infosys,GCP,72047,89.65
17776,TCS,Java,123868,93.16
17777,TCS,Azure,151113,72.73
17778,TCS,SAP,178459,96.2
17779,TCS,Azure,167026,99.45
17780,Wipro,Azure,78260,57.94
17781,HCLTech,Java,126854,59.61
17782,Wipro,Azure,8377,90.26
17783,HCLTech,SAP,132375,57.15
17784,HCLTech,Python,52068,92.6
17785,TCS,GCP,96345,96.92
17786,HCLTech,GCP,82732,71.3
17787,HCLTech,Python,97493,97.02
17788,TCS,Java,6653,66.27
17789,Wipro,GCP,103670,59.14
17790,Infosys,Python,174761,67.92
17791,HCLTech,Python,112695,94.77
17792,HCLTech,Azure,162261,88.31
17793,HCLTech,AWS,68149,65.53
17794,HCLTech,GCP,23817,84.96
17795,TCS,Python,12988,66.8
17796,Infosys,Azure,83631,67.03
17797,HCLTech,Azure,290,50.49
17798,Wipro,GCP,80369,88.52
17799,HCLTech,SAP,135793,66.6
17800,TCS,GCP,171365,67.24
17801,Infosys,Python,160850,93.03
17802,TCS,GCP,77166,52.21
17803,TCS,Python,176668,64.76
17804,HCLTech,SAP,33157,53.72
17805,Wipro,AWS,26995,92.66
17806,Wipro,GCP,179697,61.09
17807,Infosys,Azure,20545,93.59
17808,TCS,GCP,32627,84.56
17809,TCS,AWS,16156,67.07
17810,HCLTech,Azure,119451,80.36
17811,Wipro,Java,94423,84.33
17812,Infosys,Java,130046,92.48
17813,Wipro,AWS,157114,87.27
17814,Wipro,AWS,7340,83.09
17815,Wipro,Java,86550,68.31
17816,HCLTech,GCP,163927,92.43
17817,Infosys,Python,27536,60.96
17818,Infosys,GCP,74410,68.51
17819,Wipro,AWS,165548,54.21
17820,Wipro,GCP,30633,87.21
17821,Infosys,AWS,25100,91.75
17822,HCLTech,GCP,36131,94.82
17823,Wipro,Python,33361,98.6
17824,TCS,Python,143592,79.51
17825,HCLTech,Python,10219,97.94
17826,TCS,SAP,107519,86.59
17827,TCS,GCP,2828,81.69
17828,Infosys,Java,53521,61.68
17829,Infosys,Azure,87350,96.87
17830,TCS,Java,70119,81.17
17831,Wipro,GCP,139269,70.62
17832,Wipro,AWS,137912,52.31
17833,HCLTech,Python,647,81.45
17834,HCLTech,Python,154014,62.15
17835,Infosys,Python,28017,77.31
17836,Wipro,Python,127204,64.75
17837,TCS,GCP,51773,50.48
17838,Infosys,AWS,153461,89.74
17839,TCS,AWS,5270,65.79
17840,Wipro,AWS,109400,91.33
17841,HCLTech,GCP,126510,77.29
17842,HCLTech,GCP,27748,92.62
17843,Wipro,Azure,77773,99.87
17844,TCS,SAP,41321,98.6
17845,Wipro,GCP,41988,58.39
17846,HCLTech,AWS,34536,88.35
17847,TCS,SAP,49477,78.45
17848,TCS,Python,3858,72.81
17849,TCS,GCP,61617,52.06
17850,HCLTech,Java,134114,57.98
17851,TCS,Java,171418,80.18
17852,HCLTech,AWS,132885,53.14
17853,HCLTech,SAP,170770,83.82
17854,TCS,AWS,101068,76.2
17855,Infosys,Azure,15570,80.62
17856,HCLTech,SAP,122164,93.71
17857,TCS,AWS,18246,59.65
