Office_ID,Company,Country,State,City,Employees
30279,HCLTech,Germany,TN,Kolkata,2101
30280,Infosys,UK,WB,Hyderabad,1992
30281,Infosys,India,WB,Kolkata,14680
30282,TCS,Canada,KA,Kolkata,11306
30283,Infosys,USA,MH,Chennai,9308
30284,HCLTech,USA,TN,Chennai,1337
30285,TCS,India,TS,Kolkata,14665
30286,HCLTech,Canada,TN,Hyderabad,4597
30287,Infosys,India,KA,Bengaluru,9201
30288,Infosys,India,TS,Chennai,10084
30289,Wipro,UK,KA,Chennai,12027
30290,HCLTech,India,MH,Kolkata,1697
30291,Infosys,Germany,TN,Kolkata,14748
30292,TCS,Canada,TN,Hyderabad,10476
30293,HCLTech,India,TS,Chennai,14235
30294,Infosys,Germany,KA,Hyderabad,10269
30295,Wipro,Germany,TS,Hyderabad,12698
30296,Wipro,USA,MH,Bengaluru,11788
30297,Infosys,UK,WB,Chennai,7553
30298,Wipro,USA,KA,Pune,7867
30299,Infosys,Germany,KA,Bengaluru,13641
30300,Wipro,India,KA,Bengaluru,12398
30301,HCLTech,Germany,KA,Hyderabad,7772
30302,TCS,UK,TS,Pune,748
30303,Infosys,USA,WB,Bengaluru,2422
30304,HCLTech,Germany,TS,Kolkata,1682
30305,HCLTech,UK,WB,Hyderabad,14490
30306,TCS,Germany,TN,Hyderabad,11320
30307,TCS,Germany,TS,Pune,9479
30308,HCLTech,UK,TN,Bengaluru,12989
30309,HCLTech,Germany,KA,Chennai,14343
30310,Infosys,USA,TS,Hyderabad,8905
30311,Wipro,UK,TN,Bengaluru,14352
30312,Wipro,Canada,TN,Pune,12072
30313,Infosys,India,KA,Pune,8910
30314,Wipro,Germany,KA,Kolkata,12529
30315,HCLTech,Canada,TS,Kolkata,10461
30316,HCLTech,UK,TN,Hyderabad,6647
30317,TCS,USA,TS,Bengaluru,5737
30318,Wipro,Germany,MH,Chennai,8327
30319,Infosys,UK,TN,Chennai,5250
30320,Wipro,USA,TS,Bengaluru,10913
30321,TCS,Canada,MH,Pune,3531
30322,TCS,USA,WB,Kolkata,12373
30323,HCLTech,UK,WB,Chennai,3471
30324,Wipro,India,WB,Hyderabad,3601
30325,Wipro,USA,KA,Bengaluru,2171
30326,HCLTech,India,TN,Hyderabad,8889
30327,TCS,Germany,TN,Pune,9370
30328,Wipro,UK,KA,Kolkata,2145
30329,Infosys,Germany,TS,Hyderabad,85
30330,Wipro,Canada,WB,Pune,8193
30331,HCLTech,USA,TN,Pune,2590
30332,Infosys,Germany,WB,Chennai,13877
30333,Infosys,Canada,MH,Pune,9544
30334,Infosys,India,TN,Hyderabad,11568
30335,TCS,Germany,KA,Chennai,2657
30336,Wipro,UK,TN,Chennai,2229
30337,Infosys,Germany,KA,Kolkata,14620
30338,Infosys,USA,KA,Hyderabad,6179
30339,TCS,UK,TN,Bengaluru,9287
30340,TCS,Canada,MH,Chennai,2564
30341,Wipro,Germany,WB,Pune,10441
30342,Wipro,UK,KA,Pune,13360
30343,TCS,UK,TN,Bengaluru,7656
30344,TCS,Canada,KA,Chennai,13567
30345,Wipro,UK,WB,Pune,10189
30346,TCS,USA,KA,Bengaluru,1725
30347,HCLTech,Canada,TN,Chennai,7010
30348,HCLTech,UK,KA,Hyderabad,9872
30349,Wipro,Germany,MH,Kolkata,11654
30350,Wipro,Germany,WB,Kolkata,4597
30351,HCLTech,Canada,MH,Chennai,1293
30352,Wipro,Canada,WB,Hyderabad,6048
30353,HCLTech,USA,TS,Hyderabad,14574
30354,HCLTech,USA,KA,Hyderabad,13791
30355,HCLTech,Canada,WB,Hyderabad,9467
30356,HCLTech,Canada,KA,Chennai,8347
30357,TCS,Germany,TS,Bengaluru,5194
30358,Wipro,USA,MH,Pune,5241
30359,TCS,Germany,TS,Chennai,4732
30360,HCLTech,Canada,TN,Pune,4126
30361,TCS,USA,MH,Hyderabad,3191
30362,Infosys,Canada,WB,Chennai,905
30363,HCLTech,India,WB,Kolkata,2350
30364,Infosys,Germany,KA,Pune,12656
30365,TCS,Canada,MH,Bengaluru,4327
30366,HCLTech,Canada,KA,Pune,4841
30367,Infosys,USA,TS,Kolkata,3311
30368,TCS,USA,TN,Bengaluru,11446
30369,HCLTech,India,MH,Kolkata,4944
30370,TCS,USA,KA,Chennai,7931
30371,Wipro,Germany,KA,Chennai,4603
30372,Wipro,UK,TN,Chennai,1057
30373,TCS,USA,WB,Bengaluru,13975
30374,HCLTech,UK,MH,Chennai,7396
30375,Wipro,Canada,TN,Pune,14055
30376,HCLTech,UK,KA,Chennai,5582
30377,TCS,Germany,TN,Pune,14707
30378,Infosys,Canada,WB,Chennai,2350
30379,TCS,UK,TN,Hyderabad,1212
30380,Infosys,USA,TN,Kolkata,4313
30381,Infosys,Canada,WB,Chennai,301
30382,TCS,Germany,TS,Bengaluru,12299
30383,TCS,Canada,TS,Bengaluru,10297
30384,Wipro,Germany,KA,Hyderabad,10184
30385,Wipro,Germany,TN,Chennai,8349
30386,HCLTech,USA,WB,Pune,12509
30387,HCLTech,USA,MH,Kolkata,10738
30388,Wipro,USA,MH,Hyderabad,13066
30389,Infosys,Canada,TN,Bengaluru,13975
30390,TCS,UK,TN,Kolkata,13908
30391,Wipro,India,TS,Bengaluru,14517
30392,TCS,Canada,WB,Bengaluru,1924
30393,Infosys,Canada,MH,Pune,11345
30394,Wipro,Germany,TN,Bengaluru,1004
30395,Infosys,Germany,MH,Kolkata,1364
30396,Infosys,USA,TS,Chennai,4757
30397,TCS,India,KA,Chennai,11023
30398,Wipro,Germany,TS,Chennai,7862
30399,Wipro,UK,TN,Chennai,1801
30400,TCS,Canada,WB,Kolkata,5494
30401,TCS,India,WB,Kolkata,9180
30402,HCLTech,Germany,WB,Kolkata,10860
30403,HCLTech,Canada,WB,Kolkata,7601
30404,TCS,UK,TS,Bengaluru,8340
30405,TCS,Germany,TN,Pune,9517
30406,Infosys,Germany,KA,Bengaluru,3864
30407,Wipro,USA,MH,Hyderabad,3874
30408,TCS,Canada,MH,Bengaluru,8006
30409,HCLTech,UK,TS,Hyderabad,68
30410,Infosys,USA,TN,Kolkata,4612
30411,Infosys,USA,MH,Pune,14318
30412,Infosys,Canada,TN,Hyderabad,6377
30413,HCLTech,UK,MH,Chennai,1106
30414,Wipro,India,MH,Chennai,13393
30415,Infosys,India,TN,Hyderabad,3867
30416,TCS,Canada,KA,Chennai,802
30417,TCS,Germany,TS,Pune,8870
30418,TCS,USA,WB,Bengaluru,10801
30419,HCLTech,India,KA,Hyderabad,14115
30420,HCLTech,Germany,TN,Chennai,9844
30421,Infosys,India,KA,Pune,2661
30422,Infosys,Germany,TN,Bengaluru,11480
30423,Wipro,USA,WB,Chennai,12237
30424,TCS,USA,TS,Bengaluru,9858
30425,Wipro,Germany,TS,Chennai,7588
30426,TCS,Canada,MH,Kolkata,13468
30427,HCLTech,USA,TN,Pune,13464
30428,HCLTech,USA,KA,Bengaluru,6346
30429,TCS,India,KA,Chennai,13570
30430,Infosys,Germany,KA,Pune,4149
30431,TCS,Canada,TN,Hyderabad,13331
30432,Wipro,Germany,TS,Kolkata,11127
30433,Infosys,UK,MH,Chennai,4659
30434,Wipro,Germany,WB,Chennai,12166
30435,HCLTech,USA,TN,Kolkata,14043
30436,TCS,Germany,KA,Pune,4864
30437,Infosys,USA,MH,Pune,13981
30438,Wipro,UK,MH,Bengaluru,2760
30439,Infosys,India,TS,Pune,11669
30440,Wipro,India,MH,Pune,4605
30441,TCS,Canada,WB,Pune,1312
30442,Infosys,USA,TN,Chennai,2892
30443,TCS,India,MH,Chennai,4846
30444,HCLTech,Canada,WB,Bengaluru,11414
30445,Wipro,India,WB,Hyderabad,6170
30446,Infosys,Canada,KA,Bengaluru,3090
30447,Wipro,Germany,TN,Chennai,3873
30448,TCS,Germany,MH,Kolkata,11863
30449,Infosys,India,TN,Chennai,12468
30450,HCLTech,USA,WB,Kolkata,1276
30451,TCS,UK,TS,Hyderabad,1360
30452,Infosys,India,MH,Kolkata,6498
30453,TCS,Germany,MH,Kolkata,6194
30454,Infosys,Canada,KA,Pune,13655
30455,TCS,India,KA,Pune,3887
30456,Wipro,Germany,MH,Bengaluru,1578
30457,HCLTech,India,WB,Kolkata,10275
30458,TCS,India,KA,Hyderabad,11136
30459,HCLTech,USA,TN,Hyderabad,1888
30460,Wipro,USA,TN,Chennai,13738
30461,TCS,Germany,MH,Kolkata,14355
30462,TCS,UK,TS,Pune,3737
30463,Wipro,India,TS,Pune,9774
30464,Infosys,Germany,KA,Kolkata,9489
30465,TCS,USA,KA,Chennai,7852
30466,HCLTech,USA,TN,Kolkata,415
30467,Wipro,Canada,TN,Bengaluru,9693
30468,HCLTech,UK,WB,Hyderabad,3897
30469,Infosys,USA,KA,Bengaluru,1437
30470,HCLTech,Canada,MH,Bengaluru,4747
30471,HCLTech,Canada,KA,Chennai,11087
30472,Infosys,UK,WB,Bengaluru,385
30473,Wipro,India,TN,Kolkata,5015
30474,TCS,Canada,TS,Kolkata,12830
30475,HCLTech,Germany,MH,Pune,4355
30476,TCS,Germany,TN,Chennai,4267
30477,Infosys,USA,TS,Chennai,285
30478,HCLTech,Germany,MH,Kolkata,3945
30479,TCS,India,TS,Kolkata,4201
30480,Wipro,UK,TN,Hyderabad,1000
30481,Wipro,UK,MH,Pune,8159
30482,Wipro,USA,TN,Pune,484
30483,Infosys,Germany,TN,Pune,4121
30484,Wipro,Germany,TS,Kolkata,10395
30485,TCS,USA,KA,Kolkata,4415
30486,TCS,Canada,TN,Pune,7549
30487,Infosys,USA,KA,Bengaluru,8120
30488,HCLTech,Canada,TS,Kolkata,422
30489,TCS,USA,MH,Chennai,4941
30490,HCLTech,Canada,MH,Bengaluru,8953
30491,Wipro,Canada,TS,Pune,8761
30492,Wipro,Germany,TS,Pune,9884
30493,Wipro,USA,WB,Bengaluru,9546
30494,Infosys,Germany,TS,Pune,6082
30495,Wipro,Canada,TN,Hyderabad,8099
30496,Wipro,Germany,MH,Pune,14138
30497,Infosys,UK,TS,Kolkata,1515
30498,TCS,Germany,KA,Hyderabad,7996
30499,TCS,Canada,KA,Hyderabad,10100
30500,HCLTech,UK,TN,Kolkata,232
30501,HCLTech,Canada,KA,Pune,9943
30502,TCS,Canada,TS,Kolkata,11901
30503,HCLTech,USA,KA,Kolkata,366
30504,Infosys,UK,TN,Pune,13614
30505,Wipro,Germany,TN,Bengaluru,7277
30506,Wipro,USA,TS,Chennai,7029
30507,Infosys,Canada,MH,Hyderabad,11369
30508,Wipro,Germany,MH,Hyderabad,223
30509,HCLTech,Canada,TN,Pune,6286
30510,HCLTech,Germany,KA,Chennai,944
30511,TCS,Canada,TS,Kolkata,7768
30512,HCLTech,USA,TN,Bengaluru,11334
30513,Infosys,Canada,TN,Pune,9496
30514,TCS,Canada,MH,Chennai,12225
30515,Wipro,USA,KA,Kolkata,13510
30516,Infosys,USA,WB,Hyderabad,12563
30517,HCLTech,Germany,KA,Kolkata,5119
30518,Wipro,India,KA,Hyderabad,10725
30519,HCLTech,Germany,MH,Hyderabad,5235
30520,TCS,India,KA,Bengaluru,5312
30521,TCS,Germany,WB,Chennai,4605
30522,Wipro,UK,MH,Kolkata,11812
30523,TCS,UK,TN,Hyderabad,11700
30524,Infosys,India,MH,Chennai,8918
30525,Infosys,Germany,MH,Bengaluru,2153
30526,HCLTech,USA,MH,Chennai,11516
30527,HCLTech,India,WB,Bengaluru,4945
30528,HCLTech,UK,TS,Kolkata,6425
30529,HCLTech,Canada,KA,Hyderabad,11517
30530,TCS,Canada,TN,Hyderabad,14186
30531,HCLTech,India,WB,Pune,2444
30532,TCS,Canada,TN,Bengaluru,2267
30533,Infosys,USA,KA,Pune,13112
30534,HCLTech,India,KA,Bengaluru,7446
30535,Infosys,UK,WB,Bengaluru,6237
30536,Infosys,India,WB,Kolkata,11571
30537,Infosys,USA,KA,Chennai,52
30538,HCLTech,India,KA,Chennai,13568
30539,TCS,UK,KA,Kolkata,7134
30540,TCS,Germany,TS,Chennai,8970
30541,HCLTech,Germany,TN,Pune,8388
30542,Wipro,UK,MH,Chennai,9164
30543,TCS,India,WB,Chennai,2879
30544,Wipro,Germany,WB,Chennai,10062
30545,Infosys,Canada,TS,Kolkata,12074
30546,TCS,India,TN,Chennai,2950
30547,HCLTech,USA,KA,Chennai,11415
30548,Infosys,India,WB,Hyderabad,7630
30549,HCLTech,UK,TS,Pune,7593
30550,Infosys,USA,WB,Hyderabad,9591
30551,TCS,USA,KA,Chennai,9950
30552,HCLTech,USA,WB,Pune,4724
30553,HCLTech,UK,WB,Bengaluru,11768
30554,HCLTech,Canada,MH,Bengaluru,526
30555,HCLTech,USA,WB,Hyderabad,12536
30556,Wipro,India,WB,Hyderabad,8253
30557,HCLTech,Canada,KA,Hyderabad,306
30558,Wipro,UK,TN,Kolkata,4437
30559,TCS,Canada,TN,Pune,4857
30560,Wipro,UK,TS,Kolkata,3874
30561,HCLTech,India,TN,Hyderabad,327
30562,HCLTech,Canada,MH,Hyderabad,3942
30563,TCS,UK,TN,Bengaluru,9678
30564,Infosys,India,WB,Hyderabad,295
30565,TCS,UK,WB,Hyderabad,9917
30566,TCS,Germany,WB,Pune,11692
30567,Infosys,USA,TN,Kolkata,11796
30568,Wipro,Germany,KA,Pune,1222
30569,Infosys,UK,TS,Bengaluru,4274
30570,TCS,USA,KA,Bengaluru,7115
30571,HCLTech,UK,TS,Chennai,12932
30572,TCS,Canada,TS,Pune,3278
30573,Wipro,Germany,MH,Kolkata,5166
30574,TCS,India,MH,Kolkata,9472
30575,Infosys,Canada,KA,Bengaluru,5144
30576,HCLTech,UK,KA,Bengaluru,11580
30577,HCLTech,Germany,MH,Hyderabad,11449
30578,HCLTech,Canada,TS,Bengaluru,10606
30579,Wipro,Germany,WB,Bengaluru,7742
30580,Infosys,Canada,KA,Hyderabad,11700
30581,Infosys,India,MH,Hyderabad,14078
30582,HCLTech,UK,WB,Chennai,3110
30583,HCLTech,UK,MH,Pune,3944
30584,Wipro,Canada,TS,Chennai,3678
30585,Wipro,Canada,MH,Kolkata,2351
30586,TCS,India,TS,Kolkata,13240
30587,TCS,Germany,TN,Kolkata,13308
30588,Infosys,USA,TS,Pune,10369
30589,Infosys,Germany,KA,Kolkata,9218
30590,Wipro,India,KA,Chennai,10657
30591,HCLTech,Canada,TS,Chennai,8677
30592,Wipro,India,KA,Bengaluru,9396
30593,Wipro,Germany,WB,Bengaluru,3452
30594,Wipro,Canada,TS,Bengaluru,14771
30595,TCS,USA,TN,Hyderabad,3344
30596,Wipro,Germany,KA,Hyderabad,13245
30597,HCLTech,Germany,TS,Kolkata,265
30598,Wipro,India,KA,Chennai,3139
30599,TCS,India,TN,Hyderabad,6378
30600,Wipro,Canada,WB,Hyderabad,9897
30601,Infosys,USA,TN,Hyderabad,2239
30602,TCS,USA,WB,Chennai,1436
30603,TCS,India,MH,Pune,9986
30604,HCLTech,India,WB,Pune,14777
30605,Infosys,Germany,KA,Kolkata,11278
30606,HCLTech,Canada,TN,Chennai,5503
30607,HCLTech,USA,WB,Chennai,2867
30608,HCLTech,Germany,TS,Chennai,3315
30609,TCS,Germany,KA,Pune,11953
30610,TCS,USA,TN,Kolkata,3665
30611,HCLTech,Canada,TS,Kolkata,1889
30612,HCLTech,Canada,KA,Hyderabad,8446
30613,Wipro,India,TN,Hyderabad,10283
30614,Wipro,Canada,MH,Hyderabad,13134
30615,HCLTech,UK,KA,Kolkata,13551
30616,TCS,UK,MH,Chennai,14806
30617,TCS,Canada,KA,Chennai,14037
30618,Wipro,Germany,TS,Bengaluru,9049
30619,Wipro,Germany,MH,Chennai,14485
30620,Wipro,Canada,TN,Pune,2166
30621,TCS,UK,MH,Pune,3744
30622,Wipro,Germany,TS,Kolkata,7364
30623,Wipro,India,WB,Chennai,8125
30624,Infosys,India,MH,Pune,14309
30625,Wipro,Germany,MH,Chennai,6960
30626,Wipro,Canada,MH,Bengaluru,14309
30627,TCS,USA,TN,Hyderabad,14308
30628,Infosys,India,WB,Kolkata,4554
30629,HCLTech,USA,TS,Kolkata,9693
30630,Wipro,USA,MH,Kolkata,12643
30631,TCS,USA,TN,Kolkata,6238
30632,Wipro,UK,WB,Pune,4618
30633,TCS,India,KA,Chennai,10224
30634,Infosys,Canada,KA,Pune,12459
30635,Wipro,Germany,TN,Kolkata,7689
30636,Wipro,USA,KA,Chennai,6015
30637,TCS,India,TN,Hyderabad,14038
30638,TCS,Germany,KA,Pune,3232
30639,Infosys,USA,MH,Hyderabad,4448
30640,TCS,Germany,MH,Pune,13310
30641,Wipro,India,TS,Chennai,11296
30642,Wipro,Germany,KA,Pune,6517
30643,Wipro,UK,KA,Bengaluru,6059
30644,TCS,Canada,TN,Bengaluru,14942
30645,Wipro,Canada,WB,Chennai,970
30646,HCLTech,Canada,TN,Kolkata,7251
30647,Infosys,UK,KA,Pune,4043
30648,HCLTech,UK,MH,Pune,7192
30649,TCS,Canada,WB,Kolkata,6746
30650,HCLTech,USA,MH,Pune,6791
30651,Infosys,UK,WB,Chennai,2853
30652,Infosys,Canada,TS,Kolkata,2633
30653,Infosys,Canada,TS,Chennai,9993
30654,Infosys,India,TS,Hyderabad,8987
30655,Wipro,Germany,KA,Pune,9239
30656,Infosys,USA,MH,Pune,9930
30657,Wipro,USA,TS,Bengaluru,13326
30658,Infosys,UK,MH,Hyderabad,9265
30659,HCLTech,India,TS,Bengaluru,545
30660,Infosys,UK,TN,Chennai,13266
30661,HCLTech,Germany,MH,Bengaluru,6649
30662,TCS,UK,TS,Bengaluru,13835
30663,TCS,Germany,TS,Chennai,3574
30664,Infosys,India,WB,Pune,4238
30665,Infosys,India,KA,Kolkata,13490
30666,HCLTech,Canada,TN,Hyderabad,12599
30667,Infosys,India,TN,Kolkata,2924
30668,HCLTech,India,TN,Pune,4714
30669,HCLTech,UK,WB,Bengaluru,364
30670,TCS,Canada,MH,Bengaluru,7361
30671,TCS,India,TN,Pune,691
30672,HCLTech,India,TN,Bengaluru,5207
30673,Wipro,India,TS,Pune,3175
30674,TCS,USA,TS,Kolkata,10991
30675,Infosys,Canada,TN,Kolkata,5524
30676,Infosys,Germany,MH,Kolkata,13336
30677,Wipro,India,TN,Kolkata,2017
30678,TCS,Canada,TS,Kolkata,394
30679,Wipro,Germany,MH,Kolkata,11113
30680,Wipro,India,KA,Chennai,14260
30681,Infosys,Germany,TN,Pune,3005
30682,TCS,Germany,WB,Hyderabad,1746
30683,HCLTech,Canada,TS,Kolkata,4849
30684,Infosys,UK,KA,Pune,370
30685,Wipro,India,WB,Pune,12999
30686,TCS,Canada,TN,Kolkata,5538
30687,Wipro,UK,TS,Chennai,4749
30688,TCS,USA,TS,Kolkata,3579
30689,TCS,India,KA,Pune,3059
30690,Wipro,India,KA,Hyderabad,4923
30691,Infosys,Canada,MH,Hyderabad,6002
30692,Wipro,USA,TN,Kolkata,5055
30693,HCLTech,India,TS,Pune,11929
30694,HCLTech,UK,MH,Kolkata,607
30695,Wipro,India,WB,Chennai,10218
30696,Infosys,UK,TS,Pune,450
30697,HCLTech,Germany,WB,Hyderabad,13537
30698,Wipro,Canada,TS,Hyderabad,10491
30699,Wipro,UK,TS,Chennai,5169
30700,Infosys,UK,WB,Bengaluru,3176
30701,Wipro,UK,KA,Bengaluru,4217
30702,Wipro,Germany,WB,Kolkata,3780
30703,HCLTech,Canada,WB,Chennai,11401
30704,Infosys,Canada,MH,Chennai,1131
30705,TCS,Germany,KA,Hyderabad,1587
30706,HCLTech,India,TS,Pune,5833
30707,Wipro,India,TN,Hyderabad,13716
30708,HCLTech,India,KA,Hyderabad,5281
30709,HCLTech,India,TS,Hyderabad,7939
30710,Infosys,USA,TS,Bengaluru,6046
30711,Wipro,Germany,MH,Kolkata,1713
30712,TCS,USA,KA,Pune,3752
30713,HCLTech,USA,TN,Bengaluru,578
30714,HCLTech,UK,MH,Kolkata,6387
30715,Wipro,USA,TS,Chennai,5854
30716,TCS,Canada,WB,Pune,10145
30717,Infosys,India,KA,Bengaluru,8627
30718,TCS,Germany,MH,Bengaluru,11901
30719,HCLTech,Germany,KA,Kolkata,10715
30720,Wipro,USA,KA,Kolkata,14959
30721,Infosys,Canada,WB,Pune,14493
30722,TCS,India,KA,Hyderabad,12972
30723,HCLTech,India,TN,Pune,9477
30724,Infosys,UK,TN,Bengaluru,1626
30725,TCS,Germany,WB,Chennai,10883
30726,TCS,USA,TS,Hyderabad,8142
30727,Wipro,Canada,MH,Kolkata,6809
30728,HCLTech,USA,TN,Bengaluru,3265
30729,TCS,Canada,KA,Kolkata,1827
30730,HCLTech,Canada,WB,Kolkata,14786
30731,HCLTech,Germany,MH,Pune,5054
30732,Wipro,USA,TS,Pune,967
30733,Infosys,UK,MH,Hyderabad,2614
30734,Wipro,UK,TN,Hyderabad,13563
30735,Infosys,India,TN,Hyderabad,9497
30736,Wipro,USA,WB,Bengaluru,1573
30737,Infosys,India,MH,Kolkata,3121
30738,TCS,UK,TN,Pune,7109
30739,Wipro,UK,KA,Pune,2806
30740,TCS,USA,TS,Bengaluru,13063
30741,Wipro,India,KA,Chennai,7258
30742,Infosys,India,TS,Pune,8950
30743,HCLTech,Germany,MH,Hyderabad,9218
30744,HCLTech,Canada,MH,Chennai,11976
30745,TCS,India,MH,Kolkata,6763
30746,TCS,Canada,TS,Hyderabad,576
30747,HCLTech,UK,TN,Bengaluru,14963
30748,TCS,India,TS,Hyderabad,308
30749,Wipro,Canada,KA,Pune,1110
30750,HCLTech,India,WB,Kolkata,896
30751,TCS,Germany,KA,Bengaluru,3995
30752,Wipro,Germany,TN,Kolkata,5304
30753,HCLTech,Canada,KA,Bengaluru,2487
30754,Infosys,Germany,TS,Bengaluru,1561
30755,Infosys,Canada,KA,Pune,9139
30756,HCLTech,India,KA,Pune,9335
30757,TCS,Canada,TS,Hyderabad,4831
30758,Infosys,India,TS,Chennai,6763
30759,Infosys,India,TN,Kolkata,8505
30760,HCLTech,UK,WB,Pune,526
30761,Infosys,Canada,TN,Hyderabad,1878
30762,HCLTech,India,MH,Hyderabad,2236
30763,Wipro,Canada,TN,Pune,5175
30764,TCS,USA,MH,Hyderabad,9947
30765,HCLTech,Germany,TN,Hyderabad,3478
30766,HCLTech,Canada,TN,Chennai,10872
30767,Wipro,India,MH,Kolkata,13955
30768,TCS,Canada,KA,Bengaluru,6247
30769,TCS,Germany,KA,Hyderabad,11947
30770,Infosys,India,KA,Bengaluru,12697
30771,TCS,UK,KA,Pune,8712
30772,TCS,UK,WB,Chennai,3591
30773,Infosys,Canada,TS,Kolkata,12473
30774,Infosys,Germany,TS,Bengaluru,6134
30775,HCLTech,India,TS,Pune,13947
30776,TCS,Germany,WB,Chennai,709
30777,Infosys,Germany,TN,Chennai,10397
30778,Infosys,Canada,MH,Pune,9516
30779,HCLTech,USA,WB,Hyderabad,3372
30780,HCLTech,Germany,KA,Pune,2757
30781,Infosys,USA,TS,Kolkata,9489
30782,Wipro,Canada,TN,Chennai,11166
30783,Infosys,UK,TN,Kolkata,6100
30784,Wipro,Canada,MH,Hyderabad,10484
30785,TCS,India,KA,Pune,8682
30786,TCS,USA,MH,Kolkata,309
30787,Infosys,India,MH,Bengaluru,1766
30788,Wipro,UK,MH,Chennai,4101
30789,HCLTech,Germany,KA,Chennai,12449
30790,TCS,Canada,MH,Hyderabad,524
30791,Wipro,USA,MH,Pune,5433
30792,TCS,Canada,KA,Kolkata,3670
30793,Infosys,UK,KA,Kolkata,11985
30794,Wipro,UK,TS,Chennai,4430
30795,TCS,USA,KA,Hyderabad,2216
30796,HCLTech,USA,WB,Hyderabad,1816
30797,TCS,Canada,TS,Pune,6377
30798,TCS,Canada,TN,Kolkata,3161
30799,TCS,UK,MH,Chennai,9573
30800,HCLTech,Germany,TN,Chennai,4713
30801,TCS,UK,TS,Kolkata,1790
30802,Wipro,Canada,TS,Hyderabad,12064
30803,Wipro,UK,TN,Pune,2944
30804,TCS,UK,TN,Chennai,9681
30805,TCS,UK,WB,Hyderabad,4102
30806,Infosys,India,WB,Hyderabad,14124
30807,Infosys,Canada,TN,Chennai,2152
30808,TCS,USA,WB,Bengaluru,2328
30809,Wipro,USA,WB,Pune,13591
30810,HCLTech,Canada,TN,Kolkata,10399
30811,Wipro,UK,TN,Kolkata,1644
30812,HCLTech,USA,TS,Chennai,9821
30813,TCS,India,TS,Pune,2788
30814,Wipro,India,TN,Hyderabad,14066
30815,HCLTech,USA,MH,Hyderabad,6589
30816,TCS,Canada,KA,Bengaluru,4429
30817,TCS,UK,TN,Pune,2045
30818,TCS,India,WB,Kolkata,9147
30819,Wipro,USA,MH,Pune,8489
30820,TCS,USA,KA,Pune,4445
30821,Infosys,Canada,KA,Hyderabad,5548
30822,TCS,Canada,MH,Hyderabad,11837
30823,Infosys,UK,TN,Kolkata,721
30824,Wipro,UK,MH,Bengaluru,11999
30825,Wipro,Canada,WB,Kolkata,6505
30826,TCS,India,WB,Hyderabad,7531
30827,HCLTech,India,TN,Chennai,7601
30828,HCLTech,UK,WB,Bengaluru,14998
30829,HCLTech,USA,WB,Bengaluru,6616
30830,Infosys,Germany,KA,Hyderabad,13083
30831,TCS,UK,TS,Bengaluru,7758
30832,TCS,India,KA,Hyderabad,6273
30833,HCLTech,USA,WB,Kolkata,11693
30834,HCLTech,India,TS,Kolkata,12736
30835,Wipro,UK,MH,Chennai,894
30836,Wipro,UK,KA,Hyderabad,9487
30837,Wipro,Germany,TN,Bengaluru,9114
30838,HCLTech,USA,TN,Hyderabad,640
30839,Infosys,UK,TN,Bengaluru,5642
30840,TCS,Canada,MH,Kolkata,12350
30841,HCLTech,India,TN,Bengaluru,1021
30842,TCS,USA,WB,Kolkata,11547
30843,Wipro,Germany,TN,Bengaluru,12878
30844,Infosys,UK,KA,Pune,2425
30845,HCLTech,Canada,KA,Hyderabad,791
30846,HCLTech,India,WB,Hyderabad,11795
30847,Wipro,UK,TN,Pune,4867
30848,TCS,USA,TN,Hyderabad,636
30849,HCLTech,India,KA,Pune,1060
30850,Wipro,UK,TS,Kolkata,9475
30851,TCS,Canada,TN,Kolkata,11482
30852,HCLTech,Germany,TN,Bengaluru,11875
30853,Infosys,Germany,KA,Chennai,14862
30854,TCS,Canada,WB,Hyderabad,11223
30855,TCS,UK,MH,Hyderabad,11307
30856,TCS,Canada,MH,Chennai,8822
30857,TCS,Germany,TS,Hyderabad,12642
30858,Infosys,India,MH,Chennai,1335
30859,TCS,USA,MH,Bengaluru,6287
30860,TCS,UK,WB,Chennai,12029
30861,Infosys,USA,MH,Pune,1368
30862,HCLTech,UK,MH,Pune,6974
30863,HCLTech,USA,KA,Bengaluru,8473
30864,Infosys,Germany,WB,Kolkata,3275
30865,Wipro,USA,KA,Kolkata,3073
30866,Infosys,USA,TN,Kolkata,959
30867,HCLTech,India,TS,Hyderabad,3907
30868,Infosys,UK,WB,Chennai,8012
30869,Wipro,UK,TN,Pune,9307
30870,TCS,Canada,KA,Pune,10596
30871,Infosys,Germany,WB,Kolkata,14569
30872,Infosys,UK,WB,Kolkata,1375
30873,TCS,UK,MH,Hyderabad,14031
30874,Infosys,USA,MH,Chennai,8428
30875,TCS,India,MH,Bengaluru,8247
30876,HCLTech,Germany,MH,Kolkata,12770
30877,Infosys,USA,WB,Pune,5708
30878,Infosys,USA,TS,Chennai,7446
30879,Infosys,Canada,WB,Hyderabad,5729
30880,Infosys,Germany,TS,Hyderabad,2055
30881,HCLTech,Germany,TS,Chennai,1447
30882,HCLTech,India,TS,Kolkata,975
30883,Infosys,India,WB,Kolkata,10414
30884,TCS,USA,WB,Pune,14852
30885,TCS,Canada,KA,Hyderabad,9285
30886,TCS,USA,MH,Chennai,1379
30887,TCS,Germany,MH,Kolkata,14308
30888,TCS,USA,TS,Pune,5576
